"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia SAN PABLO",,,,,,,,,
"Viviendas particulares (001)",5750,1583,2035,809,723,188,235,43,134
"Ocupantes presentes (002)",23092,5840,8024,3516,3063,810,1046,202,591
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5640,1518,2017,806,708,186,232,42,131
"Ocupantes presentes (005)",22690,5603,7986,3505,2993,802,1034,198,569
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",41,7,10,3,13,1,3,1,3
"Ocupantes presentes (011)",152,20,13,11,66,4,12,4,22
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",15,10,2,,2,1,,,
"Ocupantes presentes (014)",38,23,7,,4,4,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",51,46,5,,,,,,
"Ocupantes presentes (017)",199,182,17,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",7,7,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,1,1,,,,,,
"Ocupantes presentes (023)",6,5,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",937,115,225,156,197,64,83,26,71
"Ocupantes presentes (029)",3572,362,752,611,821,256,328,128,314
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",880,97,213,153,182,62,80,25,68
"Ocupantes presentes (032)",3375,312,732,600,751,248,316,124,292
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",41,7,10,3,13,1,3,1,3
"Ocupantes presentes (038)",152,20,13,11,66,4,12,4,22
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",15,10,2,,2,1,,,
"Ocupantes presentes (041)",38,23,7,,4,4,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",7,7,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4813,1468,1810,653,526,124,152,17,63
"Ocupantes presentes (056)",19520,5478,7272,2905,2242,554,718,74,277
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4760,1421,1804,653,526,124,152,17,63
"Ocupantes presentes (059)",19315,5291,7254,2905,2242,554,718,74,277
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",51,46,5,,,,,,
"Ocupantes presentes (071)",199,182,17,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,1,1,,,,,,
"Ocupantes presentes (077)",6,5,1,,,,,,
"Otro tipo",,,,,,,,,
