"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CASTILLA (000)",37147,662,10827,8730,7734,6077,3117
"Jefe o Jefa (001)",11014,,39,1657,3772,3587,1959
"Esposa(o) / compañera(o) (002)",6424,,15,1464,2474,1801,670
"Hijo(a) / hijastro(a) (003)",14380,466,8898,4002,776,231,7
"Yerno / nuera (004)",433,,1,246,150,34,2
"Nieto(a) (005)",1555,153,1167,217,18,,
"Padres / suegros (006)",419,,,,11,96,312
"Otro(a) pariente (007)",1922,39,587,700,278,191,127
"Trabajador(a) del hogar (008)",83,,10,60,8,3,2
"Pensionistas (009)",21,,,8,4,6,3
"Otro(a) no pariente (010)",896,4,110,376,243,128,35
"Hombres (011)",19127,331,5502,4469,3961,3296,1568
"Jefe o Jefa (012)",8356,,19,1234,2968,2782,1353
"Esposa(o) / compañera(o) (013)",323,,10,74,94,104,41
"Hijo(a) / hijastro(a) (014)",7565,221,4496,2255,450,139,4
"Yerno / nuera (015)",212,,1,103,83,24,1
"Nieto(a) (016)",805,86,583,122,14,,
"Padres / suegros (017)",121,,,,6,32,83
"Otro(a) pariente (018)",1102,24,328,406,168,114,62
"Trabajador(a) del hogar (019)",14,,3,9,,1,1
"Pensionistas (020)",15,,,5,3,5,2
"Otro(a) no pariente (021)",614,,62,261,175,95,21
"Mujeres (022)",18020,331,5325,4261,3773,2781,1549
"Jefe o Jefa (023)",2658,,20,423,804,805,606
"Esposa(o) / compañera(o) (024)",6101,,5,1390,2380,1697,629
"Hijo(a) / hijastro(a) (025)",6815,245,4402,1747,326,92,3
"Yerno / nuera (026)",221,,,143,67,10,1
"Nieto(a) (027)",750,67,584,95,4,,
"Padres / suegros (028)",298,,,,5,64,229
"Otro(a) pariente (029)",820,15,259,294,110,77,65
"Trabajador(a) del hogar (030)",69,,7,51,8,2,1
"Pensionistas (031)",6,,,3,1,1,1
"Otro(a) no pariente (032)",282,4,48,115,68,33,14
,,,,,,,
"URBANA (033)",21329,397,6317,5136,4603,3316,1560
"Jefe o Jefa (034)",6441,,35,1096,2363,1975,972
"Esposa(o) / compañera(o) (035)",3563,,10,891,1403,947,312
"Hijo(a) / hijastro(a) (036)",8173,289,5169,2194,396,121,4
"Yerno / nuera (037)",209,,,117,79,13,
"Nieto(a) (038)",862,81,645,124,12,,
"Padres / suegros (039)",251,,,,9,64,178
"Otro(a) pariente (040)",1160,24,368,426,163,109,70
"Trabajador(a) del hogar (041)",55,,7,42,5,,1
"Pensionistas (042)",12,,,6,3,2,1
"Otro(a) no pariente (043)",603,3,83,240,170,85,22
"Hombres (044)",10827,196,3194,2579,2308,1781,769
"Jefe o Jefa (045)",4698,,18,780,1768,1488,644
"Esposa(o) / compañera(o) (046)",230,,8,56,71,66,29
"Hijo(a) / hijastro(a) (047)",4214,132,2589,1222,202,67,2
"Yerno / nuera (048)",109,,,54,46,9,
"Nieto(a) (049)",459,49,331,68,11,,
"Padres / suegros (050)",76,,,,4,20,52
"Otro(a) pariente (051)",655,15,202,241,93,74,30
"Trabajador(a) del hogar (052)",6,,2,3,,,1
"Pensionistas (053)",8,,,4,2,1,1
"Otro(a) no pariente (054)",372,,44,151,111,56,10
"Mujeres (055)",10502,201,3123,2557,2295,1535,791
"Jefe o Jefa (056)",1743,,17,316,595,487,328
"Esposa(o) / compañera(o) (057)",3333,,2,835,1332,881,283
"Hijo(a) / hijastro(a) (058)",3959,157,2580,972,194,54,2
"Yerno / nuera (059)",100,,,63,33,4,
"Nieto(a) (060)",403,32,314,56,1,,
"Padres / suegros (061)",175,,,,5,44,126
"Otro(a) pariente (062)",505,9,166,185,70,35,40
"Trabajador(a) del hogar (063)",49,,5,39,5,,
"Pensionistas (064)",4,,,2,1,1,
"Otro(a) no pariente (065)",231,3,39,89,59,29,12
,,,,,,,
"RURAL (066)",15818,265,4510,3594,3131,2761,1557
"Jefe o Jefa (067)",4573,,4,561,1409,1612,987
"Esposa(o) / compañera(o) (068)",2861,,5,573,1071,854,358
"Hijo(a) / hijastro(a) (069)",6207,177,3729,1808,380,110,3
"Yerno / nuera (070)",224,,1,129,71,21,2
"Nieto(a) (071)",693,72,522,93,6,,
"Padres / suegros (072)",168,,,,2,32,134
"Otro(a) pariente (073)",762,15,219,274,115,82,57
"Trabajador(a) del hogar (074)",28,,3,18,3,3,1
"Pensionistas (075)",9,,,2,1,4,2
"Otro(a) no pariente (076)",293,1,27,136,73,43,13
"Hombres (077)",8300,135,2308,1890,1653,1515,799
"Jefe o Jefa (078)",3658,,1,454,1200,1294,709
"Esposa(o) / compañera(o) (079)",93,,2,18,23,38,12
"Hijo(a) / hijastro(a) (080)",3351,89,1907,1033,248,72,2
"Yerno / nuera (081)",103,,1,49,37,15,1
"Nieto(a) (082)",346,37,252,54,3,,
"Padres / suegros (083)",45,,,,2,12,31
"Otro(a) pariente (084)",447,9,126,165,75,40,32
"Trabajador(a) del hogar (085)",8,,1,6,,1,
"Pensionistas (086)",7,,,1,1,4,1
"Otro(a) no pariente (087)",242,,18,110,64,39,11
"Mujeres (088)",7518,130,2202,1704,1478,1246,758
"Jefe o Jefa (089)",915,,3,107,209,318,278
"Esposa(o) / compañera(o) (090)",2768,,3,555,1048,816,346
"Hijo(a) / hijastro(a) (091)",2856,88,1822,775,132,38,1
"Yerno / nuera (092)",121,,,80,34,6,1
"Nieto(a) (093)",347,35,270,39,3,,
"Padres / suegros (094)",123,,,,,20,103
"Otro(a) pariente (095)",315,6,93,109,40,42,25
"Trabajador(a) del hogar (096)",20,,2,12,3,2,1
"Pensionistas (097)",2,,,1,,,1
"Otro(a) no pariente (098)",51,1,9,26,9,4,2
