"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHINCHA (000)",181734,10628,58250,11645,101993
"Quechua (001)",4391,206,901,187,3111
"Aymara (002)",189,14,58,14,106
"Asháninka (003)",25,5,7,10,9
"Otra lengua nativa (004)",15,2,3,,10
"Castellano (005)",176842,10386,57208,11412,98593
"Idioma Extranjero (006)",53,,19,6,29
"Es Sordomudo/a (007)",219,15,54,16,135
"Hombres (009)",89619,5063,29194,6566,49309
"Quechua (010)",2045,84,501,104,1367
"Aymara (011)",102,5,29,10,61
"Asháninka (012)",12,3,3,4,5
"Otra lengua nativa (013)",5,1,,,4
"Castellano (014)",87320,4960,28623,6437,47796
"Idioma Extranjero (015)",23,,8,2,13
"Es Sordomudo/a (016)",112,10,30,9,63
"Mujeres (018)",92115,5565,29056,5079,52684
"Quechua (019)",2346,122,400,83,1744
"Aymara (020)",87,9,29,4,45
"Asháninka (021)",13,2,4,6,4
"Otra lengua nativa (022)",10,1,3,,6
"Castellano (023)",89522,5426,28585,4975,50797
"Idioma Extranjero (024)",30,,11,4,16
"Es Sordomudo/a (025)",107,5,24,7,72
,,,,,
"URBANA (027)",161558,9333,51996,10751,90225
"Quechua (028)",3202,117,756,140,2199
"Aymara (029)",147,12,45,11,82
"Asháninka (030)",23,4,7,10,8
"Otra lengua nativa (031)",15,2,3,,10
"Castellano (032)",157932,9185,51119,10569,87785
"Idioma Extranjero (033)",52,,18,6,29
"Es Sordomudo/a (034)",187,13,48,15,112
"Hombres (036)",79405,4396,25891,6020,43581
"Quechua (037)",1516,46,414,73,991
"Aymara (038)",80,4,22,8,49
"Asháninka (039)",10,2,3,4,4
"Otra lengua nativa (040)",5,1,,,4
"Castellano (041)",77677,4334,25417,5924,42471
"Idioma Extranjero (042)",22,,7,2,13
"Es Sordomudo/a (043)",95,9,28,9,49
"Mujeres (045)",82153,4937,26105,4731,46644
"Quechua (046)",1686,71,342,67,1208
"Aymara (047)",67,8,23,3,33
"Asháninka (048)",13,2,4,6,4
"Otra lengua nativa (049)",10,1,3,,6
"Castellano (050)",80255,4851,25702,4645,45314
"Idioma Extranjero (051)",30,,11,4,16
"Es Sordomudo/a (052)",92,4,20,6,63
,,,,,
"RURAL (054)",20176,1295,6254,894,11768
"Quechua (055)",1189,89,145,47,912
"Aymara (056)",42,2,13,3,24
"Asháninka (057)",2,1,,,1
"Castellano (059)",18910,1201,6089,843,10808
"Idioma Extranjero (060)",1,,1,,
"Es Sordomudo/a (061)",32,2,6,1,23
"Hombres (063)",10214,667,3303,546,5728
"Quechua (064)",529,38,87,31,376
"Aymara (065)",22,1,7,2,12
"Asháninka (066)",2,1,,,1
"Castellano (068)",9643,626,3206,513,5325
"Idioma Extranjero (069)",1,,1,,
"Es Sordomudo/a (070)",17,1,2,,14
"Mujeres (072)",9962,628,2951,348,6040
"Quechua (073)",660,51,58,16,536
"Aymara (074)",20,1,6,1,12
"Castellano (077)",9267,575,2883,330,5483
"Es Sordomudo/a (079)",15,1,4,1,9
