"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SAN IGNACIO",,,,,,,,,
"Viviendas particulares (001)",15749,2852,1405,389,733,37,16,52,10265
"Ocupantes presentes (002)",71050,11678,6267,1728,3493,192,81,220,47391
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",15266,2528,1324,369,730,36,16,52,10211
"Ocupantes presentes (005)",69315,10569,5952,1620,3483,191,81,220,47199
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",24,16,,,,1,,,7
"Ocupantes presentes (008)",89,72,,,,1,,,16
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",164,105,39,3,1,,,,16
"Ocupantes presentes (011)",614,398,140,22,3,,,,51
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",244,197,39,,1,,,,7
"Ocupantes presentes (014)",819,617,165,,3,,,,34
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",31,,,17,1,,,,13
"Ocupantes presentes (017)",142,,,86,4,,,,52
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",4,4,,,,,,,
"Ocupantes presentes (020)",19,19,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",16,2,3,,,,,,11
"Ocupantes presentes (023)",52,3,10,,,,,,39
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3970,2272,872,118,91,23,,2,592
"Ocupantes presentes (029)",16556,9120,3768,464,415,115,,7,2667
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3527,1949,793,115,89,22,,2,557
"Ocupantes presentes (032)",14990,8012,3458,442,409,114,,7,2548
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",24,16,,,,1,,,7
"Ocupantes presentes (035)",89,72,,,,1,,,16
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",164,105,39,3,1,,,,16
"Ocupantes presentes (038)",614,398,140,22,3,,,,51
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",244,197,39,,1,,,,7
"Ocupantes presentes (041)",819,617,165,,3,,,,34
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",4,4,,,,,,,
"Ocupantes presentes (047)",19,19,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,1,1,,,,,,5
"Ocupantes presentes (050)",25,2,5,,,,,,18
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",11779,580,533,271,642,14,16,50,9673
"Ocupantes presentes (056)",54494,2558,2499,1264,3078,77,81,213,44724
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",11739,579,531,254,641,14,16,50,9654
"Ocupantes presentes (059)",54325,2557,2494,1178,3074,77,81,213,44651
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",31,,,17,1,,,,13
"Ocupantes presentes (071)",142,,,86,4,,,,52
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",9,1,2,,,,,,6
"Ocupantes presentes (077)",27,1,5,,,,,,21
"Otro tipo",,,,,,,,,
