"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia PAITA",,,,
"Viviendas particulares (001)",17200,13421,628,3151
"Ocupantes presentes (002)",79210,63839,2830,12541
"Casa independiente",,,,
"Viviendas particulares (004)",17089,13354,619,3116
"Ocupantes presentes (005)",78841,63614,2785,12442
"Departamento en edificio",,,,
"Viviendas particulares (007)",37,37,,
"Ocupantes presentes (008)",123,123,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",13,8,5,
"Ocupantes presentes (011)",38,25,13,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",12,8,2,2
"Ocupantes presentes (014)",61,41,15,5
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (019)",35,4,,31
"Ocupantes presentes (020)",103,15,,88
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",12,10,2,
"Ocupantes presentes (023)",38,21,17,
"Otro tipo",,,,
"Viviendas particulares (025)",2,,,2
"Ocupantes presentes (026)",6,,,6
Si,,,,
"Viviendas particulares (028)",14150,11960,450,1740
"Ocupantes presentes (029)",65936,57015,2060,6861
"Casa independiente",,,,
"Viviendas particulares (031)",14059,11895,442,1722
"Ocupantes presentes (032)",65635,56795,2031,6809
"Departamento en edificio",,,,
"Viviendas particulares (034)",37,37,,
"Ocupantes presentes (035)",123,123,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",13,8,5,
"Ocupantes presentes (038)",38,25,13,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",11,8,2,1
"Ocupantes presentes (041)",59,41,15,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (046)",19,4,,15
"Ocupantes presentes (047)",58,15,,43
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",9,8,1,
"Ocupantes presentes (050)",17,16,1,
"Otro tipo",,,,
"Viviendas particulares (052)",2,,,2
"Ocupantes presentes (053)",6,,,6
No,,,,
"Viviendas particulares (055)",3050,1461,178,1411
"Ocupantes presentes (056)",13274,6824,770,5680
"Casa independiente",,,,
"Viviendas particulares (058)",3030,1459,177,1394
"Ocupantes presentes (059)",13206,6819,754,5633
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",1,,,1
"Ocupantes presentes (068)",2,,,2
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",16,,,16
"Ocupantes presentes (074)",45,,,45
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",3,2,1,
"Ocupantes presentes (077)",21,5,16,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",16563,12841,612,3110
"Ocupantes presentes (110)",76201,61092,2763,12346
"Casa independiente",,,,
"Viviendas particulares (112)",16454,12776,603,3075
"Ocupantes presentes (113)",75835,60870,2718,12247
"Departamento en edificio",,,,
"Viviendas particulares (115)",37,37,,
"Ocupantes presentes (116)",123,123,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",13,8,5,
"Ocupantes presentes (119)",38,25,13,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",12,8,2,2
"Ocupantes presentes (122)",61,41,15,5
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",35,4,,31
"Ocupantes presentes (128)",103,15,,88
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",10,8,2,
"Ocupantes presentes (131)",35,18,17,
"Otro tipo",,,,
"Viviendas particulares (133)",2,,,2
"Ocupantes presentes (134)",6,,,6
Si,,,,
"Viviendas particulares (136)",13689,11534,435,1720
"Ocupantes presentes (137)",63681,54936,1999,6746
"Casa independiente",,,,
"Viviendas particulares (139)",13599,11470,427,1702
"Ocupantes presentes (140)",63382,54718,1970,6694
"Departamento en edificio",,,,
"Viviendas particulares (142)",37,37,,
"Ocupantes presentes (143)",123,123,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",13,8,5,
"Ocupantes presentes (146)",38,25,13,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",11,8,2,1
"Ocupantes presentes (149)",59,41,15,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",19,4,,15
"Ocupantes presentes (155)",58,15,,43
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",8,7,1,
"Ocupantes presentes (158)",15,14,1,
"Otro tipo",,,,
"Viviendas particulares (160)",2,,,2
"Ocupantes presentes (161)",6,,,6
No,,,,
"Viviendas particulares (163)",2874,1307,177,1390
"Ocupantes presentes (164)",12520,6156,764,5600
"Casa independiente",,,,
"Viviendas particulares (166)",2855,1306,176,1373
"Ocupantes presentes (167)",12453,6152,748,5553
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",1,,,1
"Ocupantes presentes (176)",2,,,2
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",16,,,16
"Ocupantes presentes (182)",45,,,45
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",2,1,1,
"Ocupantes presentes (185)",20,4,16,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",637,580,16,41
"Ocupantes presentes (218)",3009,2747,67,195
"Casa independiente",,,,
"Viviendas particulares (220)",635,578,16,41
"Ocupantes presentes (221)",3006,2744,67,195
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",2,2,,
"Ocupantes presentes (239)",3,3,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",461,426,15,20
"Ocupantes presentes (245)",2255,2079,61,115
"Casa independiente",,,,
"Viviendas particulares (247)",460,425,15,20
"Ocupantes presentes (248)",2253,2077,61,115
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",1,1,,
"Ocupantes presentes (266)",2,2,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",176,154,1,21
"Ocupantes presentes (272)",754,668,6,80
"Casa independiente",,,,
"Viviendas particulares (274)",175,153,1,21
"Ocupantes presentes (275)",753,667,6,80
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (292)",1,1,,
"Ocupantes presentes (293)",1,1,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
