"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia AYABACA (000)",127923,7948,38128,23265,16481,14157,10970,7520,9454
"Quechua (001)",52,6,19,5,3,5,6,3,5
"Aymara (002)",19,1,6,1,1,2,5,3,
"Ashaninca (003)",18,,8,3,5,,1,,1
"Otra lengua nativa (004)",55,4,10,9,8,8,3,6,7
"Castellano (005)",127474,7919,38023,23197,16417,14091,10924,7484,9419
"Es sordomudo/a (007)",305,18,62,50,47,51,31,24,22
"Hombres (009)",65442,3949,19461,12414,8351,7016,5552,3782,4917
"Quechua (010)",23,1,9,2,2,2,2,2,3
"Aymara (011)",6,,3,,1,1,,1,
"Ashaninca (012)",10,,6,1,2,,,,1
"Otra lengua nativa (013)",33,1,7,4,5,6,1,3,6
"Castellano (014)",65217,3941,19403,12379,8316,6987,5534,3764,4893
"Es sordomudo/a (016)",153,6,33,28,25,20,15,12,14
"Mujeres (018)",62481,3999,18667,10851,8130,7141,5418,3738,4537
"Quechua (019)",29,5,10,3,1,3,4,1,2
"Aymara (020)",13,1,3,1,,1,5,2,
"Ashaninca (021)",8,,2,2,3,,1,,
"Otra lengua nativa (022)",22,3,3,5,3,2,2,3,1
"Castellano (023)",62257,3978,18620,10818,8101,7104,5390,3720,4526
"Es sordomudo/a (025)",152,12,29,22,22,31,16,12,8
,,,,,,,,,
"URBANA (027)",14965,605,3382,2955,2275,2089,1602,908,1149
"Quechua (028)",13,,1,1,2,2,4,1,2
"Aymara (029)",5,,1,,1,,2,1,
"Ashaninca (030)",9,,4,1,4,,,,
"Otra lengua nativa (031)",10,,1,1,2,1,1,3,1
"Castellano (032)",14901,605,3368,2947,2262,2081,1594,900,1144
"Es sordomudo/a (034)",27,,7,5,4,5,1,3,2
"Hombres (036)",7430,299,1646,1493,1133,1009,825,443,582
"Quechua (037)",6,,,,2,1,2,,1
"Aymara (038)",2,,1,,1,,,,
"Ashaninca (039)",5,,3,1,1,,,,
"Otra lengua nativa (040)",7,,1,1,2,1,,1,1
"Castellano (041)",7394,299,1636,1488,1124,1006,822,441,578
"Es sordomudo/a (043)",16,,5,3,3,1,1,1,2
"Mujeres (045)",7535,306,1736,1462,1142,1080,777,465,567
"Quechua (046)",7,,1,1,,1,2,1,1
"Aymara (047)",3,,,,,,2,1,
"Ashaninca (048)",4,,1,,3,,,,
"Otra lengua nativa (049)",3,,,,,,1,2,
"Castellano (050)",7507,306,1732,1459,1138,1075,772,459,566
"Es sordomudo/a (052)",11,,2,2,1,4,,2,
,,,,,,,,,
"RURAL (054)",112958,7343,34746,20310,14206,12068,9368,6612,8305
"Quechua (055)",39,6,18,4,1,3,2,2,3
"Aymara (056)",14,1,5,1,,2,3,2,
"Ashaninca (057)",9,,4,2,1,,1,,1
"Otra lengua nativa (058)",45,4,9,8,6,7,2,3,6
"Castellano (059)",112573,7314,34655,20250,14155,12010,9330,6584,8275
"Es sordomudo/a (061)",278,18,55,45,43,46,30,21,20
"Hombres (063)",58012,3650,17815,10921,7218,6007,4727,3339,4335
"Quechua (064)",17,1,9,2,,1,,2,2
"Aymara (065)",4,,2,,,1,,1,
"Ashaninca (066)",5,,3,,1,,,,1
"Otra lengua nativa (067)",26,1,6,3,3,5,1,2,5
"Castellano (068)",57823,3642,17767,10891,7192,5981,4712,3323,4315
"Es sordomudo/a (070)",137,6,28,25,22,19,14,11,12
"Mujeres (072)",54946,3693,16931,9389,6988,6061,4641,3273,3970
"Quechua (073)",22,5,9,2,1,2,2,,1
"Aymara (074)",10,1,3,1,,1,3,1,
"Ashaninca (075)",4,,1,2,,,1,,
"Otra lengua nativa (076)",19,3,3,5,3,2,1,1,1
"Castellano (077)",54750,3672,16888,9359,6963,6029,4618,3261,3960
"Es sordomudo/a (079)",141,12,27,20,21,27,16,10,8
