"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LAURICOCHA (000)",9250,1096,1991,4447,76,1517,123
"Conviviente (001)",3232,293,781,1665,33,426,34
"Separado(a) (002)",325,35,54,184,1,42,9
"Casado(a) (003)",3235,439,597,1753,26,394,26
"Viudo(a) (004)",377,10,36,284,3,32,12
"Divorciado(a) (005)",37,4,8,23,1,1,
"Soltero(a) (006)",2044,315,515,538,12,622,42
"Hombres (008)",6998,759,1830,3566,65,764,14
"Conviviente (009)",2585,200,739,1445,30,168,3
"Separado(a) (010)",131,12,40,65,1,11,2
"Casado(a) (011)",2583,339,558,1539,23,124,
"Viudo(a) (012)",172,6,22,127,3,12,2
"Divorciado(a) (013)",23,2,8,12,1,,
"Soltero(a) (014)",1504,200,463,378,7,449,7
"Mujeres (016)",2252,337,161,881,11,753,109
"Conviviente (017)",647,93,42,220,3,258,31
"Separado(a) (018)",194,23,14,119,,31,7
"Casado(a) (019)",652,100,39,214,3,270,26
"Viudo(a) (020)",205,4,14,157,,20,10
"Divorciado(a) (021)",14,2,,11,,1,
"Soltero(a) (022)",540,115,52,160,5,173,35
,,,,,,,
"URBANA (024)",2114,529,212,1004,11,309,49
"Conviviente (025)",636,132,67,347,6,73,11
"Separado(a) (026)",76,16,5,38,1,12,4
"Casado(a) (027)",815,242,66,392,2,97,16
"Viudo(a) (028)",78,5,4,57,,10,2
"Divorciado(a) (029)",8,3,2,2,,1,
"Soltero(a) (030)",501,131,68,168,2,116,16
"Hombres (032)",1357,330,188,697,9,126,7
"Conviviente (033)",434,76,66,266,5,21,
"Separado(a) (034)",19,3,3,8,1,2,2
"Casado(a) (035)",548,175,54,296,2,21,
"Viudo(a) (036)",28,3,3,18,,2,2
"Divorciado(a) (037)",5,1,2,2,,,
"Soltero(a) (038)",323,72,60,107,1,80,3
"Mujeres (040)",757,199,24,307,2,183,42
"Conviviente (041)",202,56,1,81,1,52,11
"Separado(a) (042)",57,13,2,30,,10,2
"Casado(a) (043)",267,67,12,96,,76,16
"Viudo(a) (044)",50,2,1,39,,8,
"Divorciado(a) (045)",3,2,,,,1,
"Soltero(a) (046)",178,59,8,61,1,36,13
,,,,,,,
"RURAL (048)",7136,567,1779,3443,65,1208,74
"Conviviente (049)",2596,161,714,1318,27,353,23
"Separado(a) (050)",249,19,49,146,,30,5
"Casado(a) (051)",2420,197,531,1361,24,297,10
"Viudo(a) (052)",299,5,32,227,3,22,10
"Divorciado(a) (053)",29,1,6,21,1,,
"Soltero(a) (054)",1543,184,447,370,10,506,26
"Hombres (056)",5641,429,1642,2869,56,638,7
"Conviviente (057)",2151,124,673,1179,25,147,3
"Separado(a) (058)",112,9,37,57,,9,
"Casado(a) (059)",2035,164,504,1243,21,103,
"Viudo(a) (060)",144,3,19,109,3,10,
"Divorciado(a) (061)",18,1,6,10,1,,
"Soltero(a) (062)",1181,128,403,271,6,369,4
"Mujeres (064)",1495,138,137,574,9,570,67
"Conviviente (065)",445,37,41,139,2,206,20
"Separado(a) (066)",137,10,12,89,,21,5
"Casado(a) (067)",385,33,27,118,3,194,10
"Viudo(a) (068)",155,2,13,118,,12,10
"Divorciado(a) (069)",11,,,11,,,
"Soltero(a) (070)",362,56,44,99,4,137,22
