"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia AIJA (000)",2181,1699,228,107,147
"Sin nivel (001)",131,121,5,,5
"Educación inicial (002)",2,1,,,1
"Primaria (003)",761,676,59,13,13
"Secundaria (004)",685,557,60,28,40
"Superior no univ. incompleta (005)",181,138,24,8,11
"Superior no univ. completa (006)",252,122,45,34,51
"Superior univ. incompleta (007)",44,28,9,2,5
"Superior univ. completa (008)",125,56,26,22,21
"De 06 a 14 años (010)",65,63,2,,
"Sin nivel (011)",4,4,,,
"Primaria (013)",45,44,1,,
"Secundaria (014)",16,15,1,,
"De 15 a 29 años (020)",596,450,63,37,46
"Sin nivel (021)",7,7,,,
"Educación inicial (022)",1,,,,1
"Primaria (023)",128,107,14,4,3
"Secundaria (024)",311,245,28,18,20
"Superior no univ. incompleta (025)",55,43,6,3,3
"Superior no univ. completa (026)",61,32,10,9,10
"Superior univ. incompleta (027)",17,12,2,1,2
"Superior univ. completa (028)",16,4,3,2,7
"De 30 a 44 años (030)",702,507,91,42,62
"Sin nivel (031)",38,34,2,,2
"Educación inicial (032)",1,1,,,
"Primaria (033)",192,165,20,3,4
"Secundaria (034)",202,166,17,7,12
"Superior no univ. incompleta (035)",67,47,11,2,7
"Superior no univ. completa (036)",126,56,25,19,26
"Superior univ. incompleta (037)",17,10,5,,2
"Superior univ. completa (038)",59,28,11,11,9
"De 45 a 64 años (040)",580,453,63,28,36
"Sin nivel (041)",45,40,2,,3
"Primaria (043)",261,231,18,6,6
"Secundaria (044)",130,107,12,3,8
"Superior no univ. incompleta (045)",45,34,7,3,1
"Superior no univ. completa (046)",52,23,10,6,13
"Superior univ. incompleta (047)",6,2,2,1,1
"Superior univ. completa (048)",41,16,12,9,4
"De 65 y más años (050)",238,226,9,,3
"Sin nivel (051)",37,36,1,,
"Primaria (053)",135,129,6,,
"Secundaria (054)",26,24,2,,
"Superior no univ. incompleta (055)",14,14,,,
"Superior no univ. completa (056)",13,11,,,2
"Superior univ. incompleta (057)",4,4,,,
"Superior univ. completa (058)",9,8,,,1
,,,,,
"URBANA (060)",788,521,104,62,101
"Sin nivel (061)",9,9,,,
"Educación inicial (062)",1,,,,1
"Primaria (063)",187,168,15,3,1
