"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia SECHURA (000)",22003,21259,6886,2929,2523,2132,2875,1681,2233,744
"Católica (001)",19194,18527,5991,2576,2224,1824,2481,1467,1964,667
"Cristiana/Evangélica (002)",2313,2256,730,270,228,261,328,196,243,57
"Otra (003)",306,290,102,47,35,29,46,11,20,16
"Ninguna (004)",190,186,63,36,36,18,20,7,6,4
,,,,,,,,,,
"URBANA (006)",20733,20051,6494,2794,2396,2004,2714,1575,2074,682
"Católica (007)",18018,17409,5631,2450,2105,1706,2329,1371,1817,609
"Cristiana/Evangélica (008)",2235,2182,703,263,222,255,322,186,231,53
"Otra (009)",302,286,100,47,34,28,46,11,20,16
"Ninguna (010)",178,174,60,34,35,15,17,7,6,4
,,,,,,,,,,
"RURAL (012)",1270,1208,392,135,127,128,161,106,159,62
"Católica (013)",1176,1118,360,126,119,118,152,96,147,58
"Cristiana/Evangélica (014)",78,74,27,7,6,6,6,10,12,4
"Otra (015)",4,4,2,,1,1,,,,
"Ninguna (016)",12,12,3,2,1,3,3,,,
