"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia MARAÑON (000)",26556,661,10594,6325,4367,3326,1283
"Jefe o Jefa (001)",6239,,7,1190,2309,1972,761
"Esposa(o) / compañera(o) (002)",4180,,12,1246,1598,1095,229
"Hijo(a) / hijastro(a) (003)",13048,534,9163,3085,233,32,1
"Yerno / nuera (004)",203,,2,159,37,5,
"Nieto(a) (005)",1092,85,895,107,5,,
"Padres / suegros (006)",296,,,,5,82,209
"Otro(a) pariente (007)",1106,40,457,361,98,88,62
"Trabajador(a) del hogar (008)",63,,1,42,12,4,4
"Pensionistas (009)",9,,,6,3,,
"Otro(a) no pariente (010)",320,2,57,129,67,48,17
"Hombres (011)",13622,318,5505,3252,2207,1716,624
"Jefe o Jefa (012)",4711,,2,891,1804,1510,504
"Esposa(o) / compañera(o) (013)",352,,3,92,151,82,24
"Hijo(a) / hijastro(a) (014)",6937,258,4743,1810,113,13,
"Yerno / nuera (015)",83,,1,61,18,3,
"Nieto(a) (016)",568,43,473,49,3,,
"Padres / suegros (017)",86,,,,3,23,60
"Otro(a) pariente (018)",637,17,247,242,58,46,27
"Trabajador(a) del hogar (019)",34,,,20,11,2,1
"Pensionistas (020)",7,,,5,2,,
"Otro(a) no pariente (021)",207,,36,82,44,37,8
"Mujeres (022)",12934,343,5089,3073,2160,1610,659
"Jefe o Jefa (023)",1528,,5,299,505,462,257
"Esposa(o) / compañera(o) (024)",3828,,9,1154,1447,1013,205
"Hijo(a) / hijastro(a) (025)",6111,276,4420,1275,120,19,1
"Yerno / nuera (026)",120,,1,98,19,2,
"Nieto(a) (027)",524,42,422,58,2,,
"Padres / suegros (028)",210,,,,2,59,149
"Otro(a) pariente (029)",469,23,210,119,40,42,35
"Trabajador(a) del hogar (030)",29,,1,22,1,2,3
"Pensionistas (031)",2,,,1,1,,
"Otro(a) no pariente (032)",113,2,21,47,23,11,9
,,,,,,,
"URBANA (033)",3943,69,1424,991,764,489,206
"Jefe o Jefa (034)",911,,1,127,388,288,107
"Esposa(o) / compañera(o) (035)",606,,,164,255,156,31
"Hijo(a) / hijastro(a) (036)",1786,53,1177,490,58,8,
"Yerno / nuera (037)",34,,1,19,13,1,
"Nieto(a) (038)",179,12,144,23,,,
"Padres / suegros (039)",56,,,,,9,47
"Otro(a) pariente (040)",211,4,67,91,25,12,12
"Trabajador(a) del hogar (041)",27,,1,21,1,1,3
"Pensionistas (042)",6,,,4,2,,
"Otro(a) no pariente (043)",127,,33,52,22,14,6
"Hombres (044)",2041,40,759,502,382,261,97
"Jefe o Jefa (045)",691,,1,91,300,230,69
"Esposa(o) / compañera(o) (046)",44,,,15,15,7,7
"Hijo(a) / hijastro(a) (047)",975,28,624,288,33,2,
"Yerno / nuera (048)",16,,,9,6,1,
"Nieto(a) (049)",101,11,77,13,,,
"Padres / suegros (050)",19,,,,,3,16
"Otro(a) pariente (051)",111,1,36,52,13,5,4
"Trabajador(a) del hogar (052)",2,,,2,,,
"Pensionistas (053)",4,,,3,1,,
"Otro(a) no pariente (054)",78,,21,29,14,13,1
"Mujeres (055)",1902,29,665,489,382,228,109
"Jefe o Jefa (056)",220,,,36,88,58,38
"Esposa(o) / compañera(o) (057)",562,,,149,240,149,24
"Hijo(a) / hijastro(a) (058)",811,25,553,202,25,6,
"Yerno / nuera (059)",18,,1,10,7,,
"Nieto(a) (060)",78,1,67,10,,,
"Padres / suegros (061)",37,,,,,6,31
"Otro(a) pariente (062)",100,3,31,39,12,7,8
"Trabajador(a) del hogar (063)",25,,1,19,1,1,3
"Pensionistas (064)",2,,,1,1,,
"Otro(a) no pariente (065)",49,,12,23,8,1,5
,,,,,,,
"RURAL (066)",22613,592,9170,5334,3603,2837,1077
"Jefe o Jefa (067)",5328,,6,1063,1921,1684,654
"Esposa(o) / compañera(o) (068)",3574,,12,1082,1343,939,198
"Hijo(a) / hijastro(a) (069)",11262,481,7986,2595,175,24,1
"Yerno / nuera (070)",169,,1,140,24,4,
"Nieto(a) (071)",913,73,751,84,5,,
"Padres / suegros (072)",240,,,,5,73,162
"Otro(a) pariente (073)",895,36,390,270,73,76,50
"Trabajador(a) del hogar (074)",36,,,21,11,3,1
"Pensionistas (075)",3,,,2,1,,
"Otro(a) no pariente (076)",193,2,24,77,45,34,11
"Hombres (077)",11581,278,4746,2750,1825,1455,527
"Jefe o Jefa (078)",4020,,1,800,1504,1280,435
"Esposa(o) / compañera(o) (079)",308,,3,77,136,75,17
"Hijo(a) / hijastro(a) (080)",5962,230,4119,1522,80,11,
"Yerno / nuera (081)",67,,1,52,12,2,
"Nieto(a) (082)",467,32,396,36,3,,
"Padres / suegros (083)",67,,,,3,20,44
"Otro(a) pariente (084)",526,16,211,190,45,41,23
"Trabajador(a) del hogar (085)",32,,,18,11,2,1
"Pensionistas (086)",3,,,2,1,,
"Otro(a) no pariente (087)",129,,15,53,30,24,7
"Mujeres (088)",11032,314,4424,2584,1778,1382,550
"Jefe o Jefa (089)",1308,,5,263,417,404,219
"Esposa(o) / compañera(o) (090)",3266,,9,1005,1207,864,181
"Hijo(a) / hijastro(a) (091)",5300,251,3867,1073,95,13,1
"Yerno / nuera (092)",102,,,88,12,2,
"Nieto(a) (093)",446,41,355,48,2,,
"Padres / suegros (094)",173,,,,2,53,118
"Otro(a) pariente (095)",369,20,179,80,28,35,27
"Trabajador(a) del hogar (096)",4,,,3,,1,
"Otro(a) no pariente (098)",64,2,9,24,15,10,4
