"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUACAYBAMBA (000)",235,6,108,62,41,18
"Conviviente (001)",76,,27,34,11,4
"Separado(a) (002)",4,,1,1,1,1
"Casado(a) (003)",62,1,6,23,23,9
"Viudo(a) (004)",10,,2,1,3,4
"Soltero(a) (006)",83,5,72,3,3,
"Hombres (008)",187,2,83,56,32,14
"Conviviente (009)",66,,22,31,9,4
"Separado(a) (010)",1,,,1,,
"Casado(a) (011)",55,,5,21,20,9
"Viudo(a) (012)",2,,,,1,1
"Soltero(a) (014)",63,2,56,3,2,
"Mujeres (016)",48,4,25,6,9,4
"Conviviente (017)",10,,5,3,2,
"Separado(a) (018)",3,,1,,1,1
"Casado(a) (019)",7,1,1,2,3,
"Viudo(a) (020)",8,,2,1,2,3
"Soltero(a) (022)",20,3,16,,1,
,,,,,,
"AREA URBANA (024)",52,,20,20,11,1
"Conviviente (025)",17,,6,9,2,
"Separado(a) (026)",2,,,1,1,
"Casado(a) (027)",17,,1,9,7,
"Viudo(a) (028)",1,,,,,1
"Soltero(a) (030)",15,,13,1,1,
"Hombres (032)",46,,17,20,9,
"Conviviente (033)",17,,6,9,2,
"Separado(a) (034)",1,,,1,,
"Casado(a) (035)",17,,1,9,7,
"Soltero(a) (038)",11,,10,1,,
"Mujeres (040)",6,,3,,2,1
"Separado(a) (042)",1,,,,1,
"Viudo(a) (044)",1,,,,,1
"Soltero(a) (046)",4,,3,,1,
,,,,,,
"AREA RURAL (048)",183,6,88,42,30,17
"Conviviente (049)",59,,21,25,9,4
"Separado(a) (050)",2,,1,,,1
"Casado(a) (051)",45,1,5,14,16,9
"Viudo(a) (052)",9,,2,1,3,3
"Soltero(a) (054)",68,5,59,2,2,
"Hombres (056)",141,2,66,36,23,14
"Conviviente (057)",49,,16,22,7,4
"Casado(a) (059)",38,,4,12,13,9
"Viudo(a) (060)",2,,,,1,1
"Soltero(a) (062)",52,2,46,2,2,
"Mujeres (064)",42,4,22,6,7,3
"Conviviente (065)",10,,5,3,2,
"Separado(a) (066)",2,,1,,,1
"Casado(a) (067)",7,1,1,2,3,
"Viudo(a) (068)",7,,2,1,2,2
"Soltero(a) (070)",16,3,13,,,
