"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia HUAYLAS",,,,,,
"Viviendas particulares (001)",12729,12441,235,43,10,
"Ocupantes presentes (002)",53368,50865,1885,468,150,
"Casa independiente",,,,,,
"Viviendas particulares (004)",12527,12251,224,42,10,
"Ocupantes presentes (005)",52604,50192,1806,456,150,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",28,24,4,,,
"Ocupantes presentes (008)",99,71,28,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",45,42,2,1,,
"Ocupantes presentes (011)",153,126,15,12,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",45,40,5,,,
"Ocupantes presentes (014)",172,136,36,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",73,73,,,,
"Ocupantes presentes (017)",316,316,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",1,1,,,,
"Ocupantes presentes (020)",1,1,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",8,8,,,,
"Ocupantes presentes (023)",21,21,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",2,2,,,,
"Ocupantes presentes (026)",2,2,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",4224,4017,163,35,9,
"Ocupantes presentes (029)",17187,15353,1333,370,131,
"Casa independiente",,,,,,
"Viviendas particulares (031)",4103,3908,152,34,9,
"Ocupantes presentes (032)",16755,15012,1254,358,131,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",28,24,4,,,
"Ocupantes presentes (035)",99,71,28,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",45,42,2,1,,
"Ocupantes presentes (038)",153,126,15,12,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",45,40,5,,,
"Ocupantes presentes (041)",172,136,36,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",1,1,,,,
"Ocupantes presentes (047)",1,1,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",2,2,,,,
"Ocupantes presentes (050)",7,7,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",8505,8424,72,8,1,
"Ocupantes presentes (056)",36181,35512,552,98,19,
"Casa independiente",,,,,,
"Viviendas particulares (058)",8424,8343,72,8,1,
"Ocupantes presentes (059)",35849,35180,552,98,19,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",73,73,,,,
"Ocupantes presentes (071)",316,316,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",6,6,,,,
"Ocupantes presentes (077)",14,14,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",2,2,,,,
"Ocupantes presentes (080)",2,2,,,,
