"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAYLAS (000)",50297,11295,4372,1070,33598
"Sin Nivel (001)",11447,2992,389,79,7987
"Educación Inicial (002)",1448,779,115,31,524
"Primaria (003)",23549,6053,1288,333,15881
"Secundaria (004)",9151,1368,947,293,6555
"Sup. no Univ. Incompleta (005)",973,30,161,36,748
"Sup. no Univ. Completa (006)",1830,45,718,121,953
"Sup. Univ. Incompleta (007)",687,8,150,44,488
"Sup. Univ. Completa (008)",1212,20,604,133,462
"Hombres (010)",24734,5528,2190,674,16370
"Sin Nivel (011)",4090,1352,167,34,2537
"Educación Inicial (012)",720,404,64,13,239
"Primaria (013)",12092,2999,643,197,8257
"Secundaria (014)",5360,726,519,206,3918
"Sup. no Univ. Incompleta (015)",518,14,86,23,397
"Sup. no Univ. Completa (016)",875,19,307,81,472
"Sup. Univ. Incompleta (017)",392,5,80,25,285
"Sup. Univ. Completa (018)",687,9,324,95,265
"Mujeres (020)",25563,5767,2182,396,17228
"Sin Nivel (021)",7357,1640,222,45,5450
"Educación Inicial (022)",728,375,51,18,285
"Primaria (023)",11457,3054,645,136,7624
"Secundaria (024)",3791,642,428,87,2637
"Sup. no Univ. Incompleta (025)",455,16,75,13,351
"Sup. no Univ. Completa (026)",955,26,411,40,481
"Sup. Univ. Incompleta (027)",295,3,70,19,203
"Sup. Univ. Completa (028)",525,11,280,38,197
,,,,,
"URBANA (030)",16529,1903,3338,744,10575
"Sin Nivel (031)",1885,379,245,34,1227
"Educación Inicial (032)",427,139,76,16,197
"Primaria (033)",5833,917,815,159,3944
"Secundaria (034)",4573,394,754,233,3203
"Sup. no Univ. Incompleta (035)",699,19,136,32,514
"Sup. no Univ. Completa (036)",1436,33,612,106,690
"Sup. Univ. Incompleta (037)",571,6,133,37,398
"Sup. Univ. Completa (038)",1105,16,567,127,402
"Hombres (040)",8051,913,1629,475,5057
"Sin Nivel (041)",658,172,103,17,366
"Educación Inicial (042)",205,65,41,7,92
"Primaria (043)",2764,475,392,89,1809
"Secundaria (044)",2510,172,404,163,1779
"Sup. no Univ. Incompleta (045)",354,6,70,19,261
"Sup. no Univ. Completa (046)",630,13,250,69,301
"Sup. Univ. Incompleta (047)",309,3,67,21,221
"Sup. Univ. Completa (048)",621,7,302,90,228
"Mujeres (050)",8478,990,1709,269,5518
"Sin Nivel (051)",1227,207,142,17,861
"Educación Inicial (052)",222,74,35,9,105
"Primaria (053)",3069,442,423,70,2135
"Secundaria (054)",2063,222,350,70,1424
"Sup. no Univ. Incompleta (055)",345,13,66,13,253
"Sup. no Univ. Completa (056)",806,20,362,37,389
"Sup. Univ. Incompleta (057)",262,3,66,16,177
"Sup. Univ. Completa (058)",484,9,265,37,174
,,,,,
"RURAL (060)",33768,9392,1034,326,23023
"Sin Nivel (061)",9562,2613,144,45,6760
"Educación Inicial (062)",1021,640,39,15,327
"Primaria (063)",17716,5136,473,174,11937
"Secundaria (064)",4578,974,193,60,3352
"Sup. no Univ. Incompleta (065)",274,11,25,4,234
"Sup. no Univ. Completa (066)",394,12,106,15,263
"Sup. Univ. Incompleta (067)",116,2,17,7,90
"Sup. Univ. Completa (068)",107,4,37,6,60
"Hombres (070)",16683,4615,561,199,11313
"Sin Nivel (071)",3432,1180,64,17,2171
"Educación Inicial (072)",515,339,23,6,147
"Primaria (073)",9328,2524,251,108,6448
"Secundaria (074)",2850,554,115,43,2139
"Sup. no Univ. Incompleta (075)",164,8,16,4,136
"Sup. no Univ. Completa (076)",245,6,57,12,171
"Sup. Univ. Incompleta (077)",83,2,13,4,64
"Sup. Univ. Completa (078)",66,2,22,5,37
"Mujeres (080)",17085,4777,473,127,11710
"Sin Nivel (081)",6130,1433,80,28,4589
"Educación Inicial (082)",506,301,16,9,180
"Primaria (083)",8388,2612,222,66,5489
"Secundaria (084)",1728,420,78,17,1213
"Sup. no Univ. Incompleta (085)",110,3,9,,98
"Sup. no Univ. Completa (086)",149,6,49,3,92
"Sup. Univ. Incompleta (087)",33,,4,3,26
"Sup. Univ. Completa (088)",41,2,15,1,23
