"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia CARABAYA (000)",24144,7951,16193
"Casa independiente (001)",18750,7612,11138
"Vivienda en quinta (003)",3,3,
"Vivienda en casa de vecindad (004)",320,320,
"Choza o cabaña (005)",5024,,5024
"Vivienda improvisada (006)",8,8,
"Local no dest.para hab. humana (007)",9,8,1
"Otro tipo (008)",30,,30
