"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TARATA (000)",7461,267,1260,1261,1142,1035,851,651,994
"Quechua (001)",24,,1,4,3,8,5,1,2
"Aymara (002)",1277,1,50,119,155,212,211,186,343
"Ashaninca (003)",7,,,1,1,1,3,1,
"Otra lengua nativa (004)",4,,,,1,,,2,1
"Castellano (005)",6141,266,1207,1135,982,812,630,461,648
"Idioma extranjero (006)",2,,,,,,2,,
"Es sordomudo/a (007)",6,,2,2,,2,,,
"Hombres (009)",3845,140,650,655,604,557,437,323,479
"Quechua (010)",12,,1,1,,5,2,1,2
"Aymara (011)",641,1,36,64,86,97,105,94,158
"Ashaninca (012)",1,,,,,,,1,
"Otra lengua nativa (013)",2,,,,1,,,1,
"Castellano (014)",3186,139,613,589,517,454,329,226,319
"Idioma extranjero (015)",1,,,,,,1,,
"Es sordomudo/a (016)",2,,,1,,1,,,
"Mujeres (018)",3616,127,610,606,538,478,414,328,515
"Quechua (019)",12,,,3,3,3,3,,
"Aymara (020)",636,,14,55,69,115,106,92,185
"Ashaninca (021)",6,,,1,1,1,3,,
"Otra lengua nativa (022)",2,,,,,,,1,1
"Castellano (023)",2955,127,594,546,465,358,301,235,329
"Idioma extranjero (024)",1,,,,,,1,,
"Es sordomudo/a (025)",4,,2,1,,1,,,
,,,,,,,,,
"URBANA (027)",5808,209,985,987,891,810,658,499,769
"Quechua (028)",17,,1,1,3,7,3,1,1
"Aymara (029)",769,,20,60,90,133,120,114,232
"Ashaninca (030)",6,,,,1,1,3,1,
"Otra lengua nativa (031)",4,,,,1,,,2,1
"Castellano (032)",5006,209,962,926,796,667,530,381,535
"Idioma extranjero (033)",2,,,,,,2,,
"Es sordomudo/a (034)",4,,2,,,2,,,
"Hombres (036)",2968,106,505,517,462,432,334,243,369
"Quechua (037)",9,,1,,,4,2,1,1
"Aymara (038)",375,,12,32,47,58,60,57,109
"Ashaninca (039)",1,,,,,,,1,
"Otra lengua nativa (040)",2,,,,1,,,1,
"Castellano (041)",2579,106,492,485,414,369,271,183,259
"Idioma extranjero (042)",1,,,,,,1,,
"Es sordomudo/a (043)",1,,,,,1,,,
"Mujeres (045)",2840,103,480,470,429,378,324,256,400
"Quechua (046)",8,,,1,3,3,1,,
"Aymara (047)",394,,8,28,43,75,60,57,123
"Ashaninca (048)",5,,,,1,1,3,,
"Otra lengua nativa (049)",2,,,,,,,1,1
"Castellano (050)",2427,103,470,441,382,298,259,198,276
"Idioma extranjero (051)",1,,,,,,1,,
"Es sordomudo/a (052)",3,,2,,,1,,,
,,,,,,,,,
"RURAL (054)",1653,58,275,274,251,225,193,152,225
"Quechua (055)",7,,,3,,1,2,,1
"Aymara (056)",508,1,30,59,65,79,91,72,111
"Ashaninca (057)",1,,,1,,,,,
"Castellano (059)",1135,57,245,209,186,145,100,80,113
"Es sordomudo/a (061)",2,,,2,,,,,
"Hombres (063)",877,34,145,138,142,125,103,80,110
"Quechua (064)",3,,,1,,1,,,1
"Aymara (065)",266,1,24,32,39,39,45,37,49
"Castellano (068)",607,33,121,104,103,85,58,43,60
"Es sordomudo/a (070)",1,,,1,,,,,
"Mujeres (072)",776,24,130,136,109,100,90,72,115
"Quechua (073)",4,,,2,,,2,,
"Aymara (074)",242,,6,27,26,40,46,35,62
"Ashaninca (075)",1,,,1,,,,,
"Castellano (077)",528,24,124,105,83,60,42,37,53
"Es sordomudo/a (079)",1,,,1,,,,,
