"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia PADRE ABAD (000)",15702,15095,4343,2356,2161,1751,2263,1186,1035,607
"Católica (001)",9335,8928,2703,1446,1368,1054,1243,637,477,407
"Cristiana/Evangélica (002)",4747,4593,1146,641,572,523,812,441,458,154
"Otra (003)",667,645,187,88,83,59,96,68,64,22
"Ninguna (004)",953,929,307,181,138,115,112,40,36,24
,,,,,,,,,,
"URBANA (006)",8999,8580,2773,1355,1267,1022,1198,517,448,419
"Católica (007)",5580,5302,1804,852,854,633,665,280,214,278
"Cristiana/Evangélica (008)",2482,2373,665,339,288,280,423,186,192,109
"Otra (009)",401,387,120,52,53,38,58,35,31,14
"Ninguna (010)",536,518,184,112,72,71,52,16,11,18
,,,,,,,,,,
"RURAL (012)",6703,6515,1570,1001,894,729,1065,669,587,188
"Católica (013)",3755,3626,899,594,514,421,578,357,263,129
"Cristiana/Evangélica (014)",2265,2220,481,302,284,243,389,255,266,45
"Otra (015)",266,258,67,36,30,21,38,33,33,8
"Ninguna (016)",417,411,123,69,66,44,60,24,25,6
