"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia OXAPAMPA (000)",33010,4291,6265,15070,585,5420,789,590
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",66,63,,,3,,,
"Profes., científicos e intelectuales (002)",1945,1777,,152,15,1,,
"Técnicos de nivel medio y trab. asimilados (003)",874,561,,270,36,6,1,
"Jefes y empleados de oficina (004)",602,601,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2843,491,24,1914,77,335,2,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",10510,17,7,10152,334,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1478,,621,758,49,50,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1681,221,523,890,37,10,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",11588,327,4965,593,16,4901,786,
"Otra (010)",95,95,,,,,,
"Ocupaciñn no especificada (011)",738,138,125,341,18,116,,
"Desocupado (012)",590,,,,,,,590
"Hombres (013)",24121,2271,5510,12072,495,3178,170,425
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",54,51,,,3,,,
"Profes., científicos e intelectuales (015)",948,849,,90,9,,,
"Técnicos de nivel medio y trab. asimilados (016)",550,339,,182,27,2,,
"Jefes y empleados de oficina (017)",281,281,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1069,220,9,726,41,73,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",9500,16,7,9165,312,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1341,,586,674,44,37,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1636,218,513,859,36,10,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",7884,154,4314,211,8,3027,170,
"Otra (023)",94,94,,,,,,
"Ocupaciñn no especificada (024)",339,49,81,165,15,29,,
"Desocupado (025)",425,,,,,,,425
"Mujeres (026)",8889,2020,755,2998,90,2242,619,165
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",12,12,,,,,,
"Profes., científicos e intelectuales (028)",997,928,,62,6,1,,
"Técnicos de nivel medio y trab. asimilados (029)",324,222,,88,9,4,1,
"Jefes y empleados de oficina (030)",321,320,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1774,271,15,1188,36,262,2,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1010,1,,987,22,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",137,,35,84,5,13,,
"Obreros construc.,conf.,papel, fab., instr. (034)",45,3,10,31,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",3704,173,651,382,8,1874,616,
"Otra (036)",1,1,,,,,,
"Ocupaciñn no especificada (037)",399,89,44,176,3,87,,
"Desocupado (038)",165,,,,,,,165
,,,,,,,,
"URBANA (039)",13524,3362,2280,5881,298,914,473,316
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",44,41,,,3,,,
"Profes., científicos e intelectuales (041)",1400,1248,,137,14,1,,
"Técnicos de nivel medio y trab. asimilados (042)",717,455,,224,32,5,1,
"Jefes y empleados de oficina (043)",533,532,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2247,427,16,1476,52,275,1,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2270,11,2,2149,108,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",1160,,495,601,38,26,,
"Obreros construc.,conf.,papel, fab., instr. (047)",1343,192,403,714,28,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",3092,272,1299,475,16,559,471,
"Otra (049)",93,93,,,,,,
"Ocupaciñn no especificada (050)",309,91,65,105,7,41,,
"Desocupado (051)",316,,,,,,,316
"Hombres (052)",8966,1798,2009,4204,234,449,62,210
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",38,35,,,3,,,
"Profes., científicos e intelectuales (054)",685,594,,82,9,,,
"Técnicos de nivel medio y trab. asimilados (055)",455,276,,154,23,2,,
"Jefes y empleados de oficina (056)",249,249,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",864,187,6,589,23,59,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",2042,11,2,1927,102,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1062,,470,533,34,25,,
"Obreros construc.,conf.,papel, fab., instr. (060)",1309,189,394,693,27,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",1821,129,1095,180,8,347,62,
"Otra (062)",92,92,,,,,,
"Ocupaciñn no especificada (063)",139,36,42,46,5,10,,
"Desocupado (064)",210,,,,,,,210
"Mujeres (065)",4558,1564,271,1677,64,465,411,106
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",6,6,,,,,,
"Profes., científicos e intelectuales (067)",715,654,,55,5,1,,
"Técnicos de nivel medio y trab. asimilados (068)",262,179,,70,9,3,1,
"Jefes y empleados de oficina (069)",284,283,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1383,240,10,887,29,216,1,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",228,,,222,6,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",98,,25,68,4,1,,
"Obreros construc.,conf.,papel, fab., instr. (073)",34,3,9,21,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",1271,143,204,295,8,212,409,
"Otra (075)",1,1,,,,,,
"Ocupaciñn no especificada (076)",170,55,23,59,2,31,,
"Desocupado (077)",106,,,,,,,106
,,,,,,,,
"RURAL (078)",19486,929,3985,9189,287,4506,316,274
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",22,22,,,,,,
"Profes., científicos e intelectuales (080)",545,529,,15,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",157,106,,46,4,1,,
"Jefes y empleados de oficina (082)",69,69,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",596,64,8,438,25,60,1,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",8240,6,5,8003,226,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",318,,126,157,11,24,,
"Obreros construc.,conf.,papel, fab., instr. (086)",338,29,120,176,9,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",8496,55,3666,118,,4342,315,
"Otra (088)",2,2,,,,,,
"Ocupaciñn no especificada (089)",429,47,60,236,11,75,,
"Desocupado (090)",274,,,,,,,274
"Hombres (091)",15155,473,3501,7868,261,2729,108,215
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",16,16,,,,,,
"Profes., científicos e intelectuales (093)",263,255,,8,,,,
"Técnicos de nivel medio y trab. asimilados (094)",95,63,,28,4,,,
"Jefes y empleados de oficina (095)",32,32,,,,,,
