"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD",,,,,,,,
"Viviendas particulares (001)",5304,4925,363,3,2,4,7,
"Ocupantes presentes (002)",21302,19996,1250,17,2,7,30,
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",5118,4825,281,2,1,2,7,
"Ocupantes presentes (005)",20738,19651,1038,13,1,5,30,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",15,,13,1,,1,,
"Ocupantes presentes (011)",34,,29,4,,1,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",110,39,69,,1,1,,
"Ocupantes presentes (014)",295,110,183,,1,1,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",61,61,,,,,,
"Ocupantes presentes (017)",235,235,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",931,624,298,3,2,4,,
"Ocupantes presentes (029)",3383,2371,986,17,2,7,,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",806,585,216,2,1,2,,
"Ocupantes presentes (032)",3054,2261,774,13,1,5,,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",15,,13,1,,1,,
"Ocupantes presentes (038)",34,,29,4,,1,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",110,39,69,,1,1,,
"Ocupantes presentes (041)",295,110,183,,1,1,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",4373,4301,65,,,,7,
"Ocupantes presentes (056)",17919,17625,264,,,,30,
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",4312,4240,65,,,,7,
"Ocupantes presentes (059)",17684,17390,264,,,,30,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",61,61,,,,,,
"Ocupantes presentes (071)",235,235,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
