"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PUERTO INCA (000)",10588,9497,553,180,358
"Sin nivel (001)",666,651,12,1,2
"Educación inicial (002)",11,11,,,
"Primaria (003)",5845,5544,239,31,31
"Secundaria (004)",3116,2822,177,59,58
"Superior no univ. incompleta (005)",193,153,11,14,15
"Superior no univ. completa (006)",313,138,46,36,93
"Superior univ. incompleta (007)",101,55,12,9,25
"Superior univ. completa (008)",343,123,56,30,134
"De 06 a 14 años (010)",445,429,13,3,
"Sin nivel (011)",42,42,,,
"Educación inicial (012)",2,2,,,
"Primaria (013)",344,331,11,2,
"Secundaria (014)",57,54,2,1,
"De 15 a 29 años (020)",4029,3638,217,64,110
"Sin nivel (021)",104,102,2,,
"Educación inicial (022)",5,5,,,
"Primaria (023)",2000,1885,90,12,13
"Secundaria (024)",1610,1466,92,28,24
"Superior no univ. incompleta (025)",88,73,4,6,5
"Superior no univ. completa (026)",91,48,12,11,20
"Superior univ. incompleta (027)",30,22,2,1,5
"Superior univ. completa (028)",101,37,15,6,43
"De 30 a 44 años (030)",3484,3016,207,79,182
"Sin nivel (031)",198,196,,,2
"Educación inicial (032)",4,4,,,
"Primaria (033)",1847,1745,84,9,9
"Secundaria (034)",964,866,55,22,21
"Superior no univ. incompleta (035)",77,58,5,7,7
"Superior no univ. completa (036)",166,65,28,18,55
"Superior univ. incompleta (037)",46,19,6,6,15
"Superior univ. completa (038)",182,63,29,17,73
"De 45 a 64 años (040)",2184,1990,98,30,66
"Sin nivel (041)",226,218,8,,
"Primaria (043)",1341,1285,41,6,9
"Secundaria (044)",453,407,26,7,13
"Superior no univ. incompleta (045)",27,21,2,1,3
"Superior no univ. completa (046)",55,24,6,7,18
"Superior univ. incompleta (047)",24,13,4,2,5
"Superior univ. completa (048)",58,22,11,7,18
"De 65 y más años (050)",446,424,18,4,
"Sin nivel (051)",96,93,2,1,
"Primaria (053)",313,298,13,2,
"Secundaria (054)",32,29,2,1,
"Superior no univ. incompleta (055)",1,1,,,
"Superior no univ. completa (056)",1,1,,,
"Superior univ. incompleta (057)",1,1,,,
"Superior univ. completa (058)",2,1,1,,
,,,,,
"URBANA (060)",2135,1594,174,122,245
"Sin nivel (061)",60,57,1,1,1
