"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ACOBAMBA",,,,,,,,,
"Viviendas particulares (001)",657,514,77,21,21,2,,2,20
"Ocupantes presentes (002)",2816,2120,361,98,123,9,,4,101
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",649,509,76,20,21,2,,2,19
"Ocupantes presentes (005)",2785,2107,356,92,123,9,,4,94
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",5,3,,1,,,,,1
"Ocupantes presentes (011)",20,7,,6,,,,,7
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3,2,1,,,,,,
"Ocupantes presentes (014)",11,6,5,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",250,188,30,10,6,2,,1,13
"Ocupantes presentes (029)",1065,758,134,50,46,9,,2,66
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",242,183,29,9,6,2,,1,12
"Ocupantes presentes (032)",1034,745,129,44,46,9,,2,59
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",5,3,,1,,,,,1
"Ocupantes presentes (038)",20,7,,6,,,,,7
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3,2,1,,,,,,
"Ocupantes presentes (041)",11,6,5,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",407,326,47,11,15,,,1,7
"Ocupantes presentes (056)",1751,1362,227,48,77,,,2,35
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",407,326,47,11,15,,,1,7
"Ocupantes presentes (059)",1751,1362,227,48,77,,,2,35
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
