"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TARATA (000)",7056,512,49,2806,2358,365,459,174,333
"Hombres (001)",3639,106,20,1315,1415,226,249,111,197
"Mujeres (002)",3417,406,29,1491,943,139,210,63,136
"PEA (003)",4267,265,3,1493,1511,207,377,117,294
"Hombres (004)",2486,67,2,760,1022,151,224,80,180
"Mujeres (005)",1781,198,1,733,489,56,153,37,114
"Ocupada (006)",4048,260,3,1436,1399,201,350,113,286
"Hombres (007)",2332,64,2,722,935,146,212,78,173
"Mujeres (008)",1716,196,1,714,464,55,138,35,113
"Desocupada (009)",219,5,,57,112,6,27,4,8
"Hombres (010)",154,3,,38,87,5,12,2,7
"Mujeres (011)",65,2,,19,25,1,15,2,1
"No PEA (012)",2789,247,46,1313,847,158,82,57,39
"Hombres (013)",1153,39,18,555,393,75,25,31,17
"Mujeres (014)",1636,208,28,758,454,83,57,26,22
,,,,,,,,,
"URBANA (018)",5502,360,45,2063,1865,330,386,157,296
"Hombres (019)",2814,77,19,934,1097,204,212,100,171
"Mujeres (020)",2688,283,26,1129,768,126,174,57,125
"PEA (021)",3217,173,3,1009,1174,184,314,102,258
"Hombres (022)",1851,46,2,485,772,133,188,70,155
"Mujeres (023)",1366,127,1,524,402,51,126,32,103
"Ocupada (024)",3041,170,3,969,1082,180,289,98,250
"Hombres (025)",1736,45,2,461,705,130,177,68,148
"Mujeres (026)",1305,125,1,508,377,50,112,30,102
"Desocupada (027)",176,3,,40,92,4,25,4,8
"Hombres (028)",115,1,,24,67,3,11,2,7
"Mujeres (029)",61,2,,16,25,1,14,2,1
"No PEA (030)",2285,187,42,1054,691,146,72,55,38
"Hombres (031)",963,31,17,449,325,71,24,30,16
"Mujeres (032)",1322,156,25,605,366,75,48,25,22
,,,,,,,,,
"RURAL (036)",1554,152,4,743,493,35,73,17,37
"Hombres (037)",825,29,1,381,318,22,37,11,26
"Mujeres (038)",729,123,3,362,175,13,36,6,11
"PEA (039)",1050,92,,484,337,23,63,15,36
"Hombres (040)",635,21,,275,250,18,36,10,25
"Mujeres (041)",415,71,,209,87,5,27,5,11
"Ocupada (042)",1007,90,,467,317,21,61,15,36
"Hombres (043)",596,19,,261,230,16,35,10,25
"Mujeres (044)",411,71,,206,87,5,26,5,11
"Desocupada (045)",43,2,,17,20,2,2,,
"Hombres (046)",39,2,,14,20,2,1,,
"Mujeres (047)",4,,,3,,,1,,
"No PEA (048)",504,60,4,259,156,12,10,2,1
"Hombres (049)",190,8,1,106,68,4,1,1,1
"Mujeres (050)",314,52,3,153,88,8,9,1,
