"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CANGALLO (000)",34605,684,12399,7676,5710,4862,3274
"Jefe o Jefa (001)",9828,,55,1569,3047,2989,2168
"Esposa(o) / compañera(o) (002)",5314,,13,1268,1901,1520,612
"Hijo(a) / hijastro(a) (003)",15315,509,10330,3943,424,104,5
"Yerno / nuera (004)",279,,4,226,43,6,
"Nieto(a) (005)",1513,130,1201,171,10,1,
"Padres / suegros (006)",405,,,,4,67,334
"Otro(a) pariente (007)",1691,44,757,385,206,151,148
"Trabajador(a) del hogar (008)",12,,3,5,2,2,
"Pensionistas (009)",3,,,1,1,1,
"Otro(a) no pariente (010)",245,1,36,108,72,21,7
"Hombres (011)",16545,341,6314,3698,2692,2159,1341
"Jefe o Jefa (012)",6357,,33,1051,2186,1925,1162
"Esposa(o) / compañera(o) (013)",337,,10,104,117,73,33
"Hijo(a) / hijastro(a) (014)",7841,260,5274,2090,175,40,2
"Yerno / nuera (015)",102,,,71,28,3,
"Nieto(a) (016)",753,58,598,91,6,,
"Padres / suegros (017)",86,,,,1,10,75
"Otro(a) pariente (018)",908,23,381,217,130,92,65
"Trabajador(a) del hogar (019)",4,,1,2,,1,
"Pensionistas (020)",1,,,,,1,
"Otro(a) no pariente (021)",156,,17,72,49,14,4
"Mujeres (022)",18060,343,6085,3978,3018,2703,1933
"Jefe o Jefa (023)",3471,,22,518,861,1064,1006
"Esposa(o) / compañera(o) (024)",4977,,3,1164,1784,1447,579
"Hijo(a) / hijastro(a) (025)",7474,249,5056,1853,249,64,3
"Yerno / nuera (026)",177,,4,155,15,3,
"Nieto(a) (027)",760,72,603,80,4,1,
"Padres / suegros (028)",319,,,,3,57,259
"Otro(a) pariente (029)",783,21,376,168,76,59,83
"Trabajador(a) del hogar (030)",8,,2,3,2,1,
"Pensionistas (031)",2,,,1,1,,
"Otro(a) no pariente (032)",89,1,19,36,23,7,3
,,,,,,,
"URBANA (033)",11889,243,4199,2748,2162,1549,988
"Jefe o Jefa (034)",3376,,28,562,1170,968,648
"Esposa(o) / compañera(o) (035)",1792,,6,409,727,476,174
"Hijo(a) / hijastro(a) (036)",5196,169,3413,1416,158,39,1
"Yerno / nuera (037)",106,,1,83,21,1,
"Nieto(a) (038)",542,58,414,67,3,,
"Padres / suegros (039)",144,,,,1,19,124
"Otro(a) pariente (040)",622,16,313,165,52,37,39
"Trabajador(a) del hogar (041)",7,,2,3,1,1,
"Pensionistas (042)",2,,,,1,1,
"Otro(a) no pariente (043)",102,,22,43,28,7,2
"Hombres (044)",5728,120,2168,1334,1018,703,385
"Jefe o Jefa (045)",2218,,20,368,865,637,328
"Esposa(o) / compañera(o) (046)",113,,4,36,37,23,13
"Hijo(a) / hijastro(a) (047)",2704,90,1771,752,73,17,1
"Yerno / nuera (048)",38,,,25,12,1,
"Nieto(a) (049)",267,23,205,37,2,,
"Padres / suegros (050)",36,,,,,3,33
"Otro(a) pariente (051)",295,7,155,89,18,17,9
"Trabajador(a) del hogar (052)",3,,1,2,,,
"Pensionistas (053)",1,,,,,1,
"Otro(a) no pariente (054)",53,,12,25,11,4,1
"Mujeres (055)",6161,123,2031,1414,1144,846,603
"Jefe o Jefa (056)",1158,,8,194,305,331,320
"Esposa(o) / compañera(o) (057)",1679,,2,373,690,453,161
"Hijo(a) / hijastro(a) (058)",2492,79,1642,664,85,22,
"Yerno / nuera (059)",68,,1,58,9,,
"Nieto(a) (060)",275,35,209,30,1,,
"Padres / suegros (061)",108,,,,1,16,91
"Otro(a) pariente (062)",327,9,158,76,34,20,30
"Trabajador(a) del hogar (063)",4,,1,1,1,1,
"Pensionistas (064)",1,,,,1,,
"Otro(a) no pariente (065)",49,,10,18,17,3,1
,,,,,,,
"RURAL (066)",22716,441,8200,4928,3548,3313,2286
"Jefe o Jefa (067)",6452,,27,1007,1877,2021,1520
"Esposa(o) / compañera(o) (068)",3522,,7,859,1174,1044,438
"Hijo(a) / hijastro(a) (069)",10119,340,6917,2527,266,65,4
"Yerno / nuera (070)",173,,3,143,22,5,
"Nieto(a) (071)",971,72,787,104,7,1,
"Padres / suegros (072)",261,,,,3,48,210
"Otro(a) pariente (073)",1069,28,444,220,154,114,109
"Trabajador(a) del hogar (074)",5,,1,2,1,1,
"Pensionistas (075)",1,,,1,,,
"Otro(a) no pariente (076)",143,1,14,65,44,14,5
"Hombres (077)",10817,221,4146,2364,1674,1456,956
"Jefe o Jefa (078)",4139,,13,683,1321,1288,834
"Esposa(o) / compañera(o) (079)",224,,6,68,80,50,20
"Hijo(a) / hijastro(a) (080)",5137,170,3503,1338,102,23,1
"Yerno / nuera (081)",64,,,46,16,2,
"Nieto(a) (082)",486,35,393,54,4,,
"Padres / suegros (083)",50,,,,1,7,42
"Otro(a) pariente (084)",613,16,226,128,112,75,56
"Trabajador(a) del hogar (085)",1,,,,,1,
"Otro(a) no pariente (087)",103,,5,47,38,10,3
"Mujeres (088)",11899,220,4054,2564,1874,1857,1330
"Jefe o Jefa (089)",2313,,14,324,556,733,686
"Esposa(o) / compañera(o) (090)",3298,,1,791,1094,994,418
"Hijo(a) / hijastro(a) (091)",4982,170,3414,1189,164,42,3
"Yerno / nuera (092)",109,,3,97,6,3,
"Nieto(a) (093)",485,37,394,50,3,1,
"Padres / suegros (094)",211,,,,2,41,168
"Otro(a) pariente (095)",456,12,218,92,42,39,53
"Trabajador(a) del hogar (096)",4,,1,2,1,,
"Pensionistas (097)",1,,,1,,,
"Otro(a) no pariente (098)",40,1,9,18,6,4,2
