"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHOTA (000)",140582,33359,8408,1770,97329
"Hombres (001)",67939,15776,4404,1108,46879
"Mujeres (002)",72643,17583,4004,662,50450
"PEA (003)",47431,3215,4102,942,39393
"Hombres (004)",37362,2334,2642,775,31810
"Mujeres (005)",10069,881,1460,167,7583
"Ocupada (006)",45396,3065,4029,930,37593
"Hombres (007)",35719,2238,2593,766,30321
"Mujeres (008)",9677,827,1436,164,7272
"Desocupada (009)",2035,150,73,12,1800
"Hombres (010)",1643,96,49,9,1489
"Mujeres (011)",392,54,24,3,311
"No PEA (012)",93151,30144,4306,828,57936
"Hombres (013)",30577,13442,1762,333,15069
"Mujeres (014)",62574,16702,2544,495,42867
,,,,,
"URBANA (018)",28957,4188,5954,995,17884
"Hombres (019)",14116,2040,2891,600,8631
"Mujeres (020)",14841,2148,3063,395,9253
"PEA (021)",12135,631,2882,524,8135
"Hombres (022)",7850,365,1620,397,5498
"Mujeres (023)",4285,266,1262,127,2637
"Ocupada (024)",11575,605,2822,513,7672
"Hombres (025)",7479,352,1583,389,5185
"Mujeres (026)",4096,253,1239,124,2487
"Desocupada (027)",560,26,60,11,463
"Hombres (028)",371,13,37,8,313
"Mujeres (029)",189,13,23,3,150
"No PEA (030)",16822,3557,3072,471,9749
"Hombres (031)",6266,1675,1271,203,3133
"Mujeres (032)",10556,1882,1801,268,6616
,,,,,
"RURAL (036)",111625,29171,2454,775,79445
"Hombres (037)",53823,13736,1513,508,38248
"Mujeres (038)",57802,15435,941,267,41197
"PEA (039)",35296,2584,1220,418,31258
"Hombres (040)",29512,1969,1022,378,26312
"Mujeres (041)",5784,615,198,40,4946
"Ocupada (042)",33821,2460,1207,417,29921
"Hombres (043)",28240,1886,1010,377,25136
"Mujeres (044)",5581,574,197,40,4785
"Desocupada (045)",1475,124,13,1,1337
"Hombres (046)",1272,83,12,1,1176
"Mujeres (047)",203,41,1,,161
"No PEA (048)",76329,26587,1234,357,48187
"Hombres (049)",24311,11767,491,130,11936
"Mujeres (050)",52018,14820,743,227,36251
