"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia DOS DE MAYO (000)",43634,7857,1232,21813,9497,944,1437,279,575
"Quechua (001)",17399,4577,329,9818,2306,117,159,34,59
"Aymara (002)",20,4,1,10,3,1,,,1
"Ashaninca (003)",5,,1,3,1,,,,
"Otra lengua nativa (004)",11,5,,5,1,,,,
"Castellano (005)",26102,3190,900,11968,7185,825,1278,245,511
"Idioma extranjero (006)",6,1,,1,,,,,4
"Es sordomudo/a (007)",91,80,1,8,1,1,,,
"Hombres (009)",21624,2870,616,10929,5461,508,706,181,353
"Quechua (010)",8216,1354,150,5004,1468,72,94,25,49
"Aymara (011)",13,1,,7,3,1,,,1
"Ashaninca (012)",3,,1,1,1,,,,
"Otra lengua nativa (013)",5,2,,2,1,,,,
"Castellano (014)",13334,1470,464,5910,3988,434,612,156,300
"Idioma extranjero (015)",5,1,,1,,,,,3
"Es sordomudo/a (016)",48,42,1,4,,1,,,
"Mujeres (018)",22010,4987,616,10884,4036,436,731,98,222
"Quechua (019)",9183,3223,179,4814,838,45,65,9,10
"Aymara (020)",7,3,1,3,,,,,
"Ashaninca (021)",2,,,2,,,,,
"Otra lengua nativa (022)",6,3,,3,,,,,
"Castellano (023)",12768,1720,436,6058,3197,391,666,89,211
"Idioma extranjero (024)",1,,,,,,,,1
"Es sordomudo/a (025)",43,38,,4,1,,,,
,,,,,,,,,
"URBANA (027)",15350,1909,436,6111,4309,663,1231,215,476
"Quechua (028)",3720,760,56,1938,724,64,124,18,36
"Aymara (029)",6,1,,2,1,1,,,1
"Ashaninca (030)",3,,,2,1,,,,
"Otra lengua nativa (031)",2,1,,1,,,,,
"Castellano (032)",11582,1119,380,4163,3582,598,1107,197,436
"Idioma extranjero (033)",5,1,,1,,,,,3
"Es sordomudo/a (034)",32,27,,4,1,,,,
"Hombres (036)",7546,724,214,2911,2360,344,578,133,282
"Quechua (037)",1727,191,21,921,442,39,72,14,27
"Aymara (038)",6,1,,2,1,1,,,1
"Ashaninca (039)",2,,,1,1,,,,
"Otra lengua nativa (040)",2,1,,1,,,,,
"Castellano (041)",5791,518,193,1983,1916,304,506,119,252
"Idioma extranjero (042)",4,1,,1,,,,,2
"Es sordomudo/a (043)",14,12,,2,,,,,
"Mujeres (045)",7804,1185,222,3200,1949,319,653,82,194
"Quechua (046)",1993,569,35,1017,282,25,52,4,9
"Ashaninca (048)",1,,,1,,,,,
"Castellano (050)",5791,601,187,2180,1666,294,601,78,184
"Idioma extranjero (051)",1,,,,,,,,1
"Es sordomudo/a (052)",18,15,,2,1,,,,
,,,,,,,,,
"RURAL (054)",28284,5948,796,15702,5188,281,206,64,99
"Quechua (055)",13679,3817,273,7880,1582,53,35,16,23
"Aymara (056)",14,3,1,8,2,,,,
"Ashaninca (057)",2,,1,1,,,,,
"Otra lengua nativa (058)",9,4,,4,1,,,,
"Castellano (059)",14520,2071,520,7805,3603,227,171,48,75
"Idioma extranjero (060)",1,,,,,,,,1
"Es sordomudo/a (061)",59,53,1,4,,1,,,
"Hombres (063)",14078,2146,402,8018,3101,164,128,48,71
"Quechua (064)",6489,1163,129,4083,1026,33,22,11,22
"Aymara (065)",7,,,5,2,,,,
"Ashaninca (066)",1,,1,,,,,,
"Otra lengua nativa (067)",3,1,,1,1,,,,
"Castellano (068)",7543,952,271,3927,2072,130,106,37,48
"Idioma extranjero (069)",1,,,,,,,,1
"Es sordomudo/a (070)",34,30,1,2,,1,,,
"Mujeres (072)",14206,3802,394,7684,2087,117,78,16,28
"Quechua (073)",7190,2654,144,3797,556,20,13,5,1
"Aymara (074)",7,3,1,3,,,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",6,3,,3,,,,,
"Castellano (077)",6977,1119,249,3878,1531,97,65,11,27
"Es sordomudo/a (079)",25,23,,2,,,,,
