"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CAJATAMBO (000)",2956,67,752,1007,791,339
"Agric., ganadería, caza y silvicultura (001)",1618,48,369,463,485,253
"Pesca (002)",1,,,,1,
"Explotación de minas y canteras (003)",142,,54,52,34,2
"Industrias manufactureras (004)",68,3,18,19,20,8
"Suministro de electricidad, gas y agua (005)",6,,2,1,3,
"Construcción (006)",76,1,26,27,17,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",190,3,45,68,45,29
"Venta, mant.y rep. veh.autom.y motoc. (008)",9,,3,2,3,1
"Comercio al por mayor (009)",9,,5,1,2,1
"Comercio al por menor (010)",172,3,37,65,40,27
"Hoteles y restaurantes (011)",61,4,18,14,22,3
"Trans., almac. y comunicaciones (012)",29,,18,6,5,
"Intermediación financiera (013)",3,,2,,1,
"Activid.inmobil., empres. y alquileres (014)",39,,15,14,10,
"Admin.pub. y defensa; p. segur.soc afil (015)",119,,32,55,28,4
"Enseñanza (016)",314,,45,207,62,
"Servicios sociales y de salud (017)",26,,7,16,3,
"Otras activ. serv.comun.soc y personales (018)",44,4,14,8,15,3
"Hogares privados con servicio doméstico (019)",54,1,19,18,7,9
"Actividad economica no especificada (021)",74,,16,20,22,16
"Desocupado (022)",92,3,52,19,11,7
"Hombres (023)",2167,39,564,722,589,253
"Agric., ganadería, caza y silvicultura (024)",1337,31,313,388,397,208
"Pesca (025)",1,,,,1,
"Explotación de minas y canteras (026)",138,,53,49,34,2
"Industrias manufactureras (027)",60,2,14,18,19,7
"Suministro de electricidad, gas y agua (028)",6,,2,1,3,
"Construcción (029)",76,1,26,27,17,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",90,3,25,30,17,15
"Venta, mant.y rep. veh.autom.y motoc. (031)",9,,3,2,3,1
"Comercio al por mayor (032)",7,,4,,2,1
"Comercio al por menor (033)",74,3,18,28,12,13
"Hoteles y restaurantes (034)",4,,1,2,1,
"Trans., almac. y comunicaciones (035)",27,,16,6,5,
"Intermediación financiera (036)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (037)",31,,11,12,8,
"Admin.pub. y defensa; p. segur.soc afil (038)",84,,16,41,23,4
"Enseñanza (039)",161,,15,111,35,
"Servicios sociales y de salud (040)",9,,3,4,2,
"Otras activ. serv.comun.soc y personales (041)",19,,10,1,8,
"Hogares privados con servicio doméstico (042)",3,,2,1,,
