"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN MARTIN (000)",141877,23826,27146,11544,80095
"Hombres (001)",72212,11490,13247,6733,41175
"Mujeres (002)",69665,12336,13899,4811,38920
"PEA (003)",68718,7591,13970,5656,41997
"Hombres (004)",45234,4996,8090,3958,28520
"Mujeres (005)",23484,2595,5880,1698,13477
"Ocupada (006)",66729,7382,13739,5553,40546
"Hombres (007)",43908,4866,7950,3881,27536
"Mujeres (008)",22821,2516,5789,1672,13010
"Desocupada (009)",1989,209,231,103,1451
"Hombres (010)",1326,130,140,77,984
"Mujeres (011)",663,79,91,26,467
"No PEA (012)",73159,16235,13176,5888,38098
"Hombres (013)",26978,6494,5157,2775,12655
"Mujeres (014)",46181,9741,8019,3113,25443
,,,,,
"URBANA (018)",129473,18898,26724,11074,73490
"Hombres (019)",65150,8946,13011,6383,37223
"Mujeres (020)",64323,9952,13713,4691,36267
"PEA (021)",62623,5949,13725,5486,37956
"Hombres (022)",40449,3768,7921,3810,25277
"Mujeres (023)",22174,2181,5804,1676,12679
"Ocupada (024)",60798,5779,13498,5387,36622
"Hombres (025)",39255,3664,7784,3736,24393
"Mujeres (026)",21543,2115,5714,1651,12229
"Desocupada (027)",1825,170,227,99,1334
"Hombres (028)",1194,104,137,74,884
"Mujeres (029)",631,66,90,25,450
"No PEA (030)",66850,12949,12999,5588,35534
"Hombres (031)",24701,5178,5090,2573,11946
"Mujeres (032)",42149,7771,7909,3015,23588
,,,,,
"RURAL (036)",12404,4928,422,470,6605
"Hombres (037)",7062,2544,236,350,3952
"Mujeres (038)",5342,2384,186,120,2653
"PEA (039)",6095,1642,245,170,4041
"Hombres (040)",4785,1228,169,148,3243
"Mujeres (041)",1310,414,76,22,798
"Ocupada (042)",5931,1603,241,166,3924
"Hombres (043)",4653,1202,166,145,3143
"Mujeres (044)",1278,401,75,21,781
"Desocupada (045)",164,39,4,4,117
"Hombres (046)",132,26,3,3,100
"Mujeres (047)",32,13,1,1,17
"No PEA (048)",6309,3286,177,300,2564
"Hombres (049)",2277,1316,67,202,709
"Mujeres (050)",4032,1970,110,98,1855
