"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CAJATAMBO (000)",8358,132,2715,1583,1550,1378,1000
"Hombres (001)",4288,77,1366,844,798,718,485
"Mujeres (002)",4070,55,1349,739,752,660,515
"Viviendas particulares (003)",8145,132,2711,1515,1458,1333,996
"Hombres (004)",4101,77,1364,785,716,677,482
"Mujeres (005)",4044,55,1347,730,742,656,514
"Viviendas colectivas (006)",209,,4,68,89,45,3
"Hombres (007)",184,,2,59,79,41,3
"Mujeres (008)",25,,2,9,10,4,
"Otro tipo (009)",4,,,,3,,1
"Hombres (010)",3,,,,3,,
"Mujeres (011)",1,,,,,,1
,,,,,,,
"URBANA (012)",5049,77,1626,939,938,835,634
"Hombres (013)",2517,48,819,496,464,403,287
"Mujeres (014)",2532,29,807,443,474,432,347
"Viviendas particulares (015)",4977,77,1622,925,899,822,632
"Hombres (016)",2465,48,817,489,431,394,286
"Mujeres (017)",2512,29,805,436,468,428,346
"Viviendas colectivas (018)",68,,4,14,36,13,1
"Hombres (019)",49,,2,7,30,9,1
"Mujeres (020)",19,,2,7,6,4,
"Otro tipo (021)",4,,,,3,,1
"Hombres (022)",3,,,,3,,
"Mujeres (023)",1,,,,,,1
,,,,,,,
"RURAL (024)",3309,55,1089,644,612,543,366
"Hombres (025)",1771,29,547,348,334,315,198
"Mujeres (026)",1538,26,542,296,278,228,168
"Viviendas particulares (027)",3168,55,1089,590,559,511,364
"Hombres (028)",1636,29,547,296,285,283,196
"Mujeres (029)",1532,26,542,294,274,228,168
"Viviendas colectivas (030)",141,,,54,53,32,2
"Hombres (031)",135,,,52,49,32,2
"Mujeres (032)",6,,,2,4,,
