"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CHACHAPOYAS",,,,,,,,,
"Viviendas particulares (001)",480,183,76,60,38,15,1,4,103
"Ocupantes presentes (002)",1943,724,322,257,151,74,5,17,393
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",469,179,72,60,37,15,1,4,101
"Ocupantes presentes (005)",1894,709,309,257,141,74,5,17,382
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",11,4,4,,1,,,,2
"Ocupantes presentes (014)",49,15,13,,10,,,,11
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",180,73,23,6,13,9,,3,53
"Ocupantes presentes (029)",703,283,83,31,56,36,,13,201
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",169,69,19,6,12,9,,3,51
"Ocupantes presentes (032)",654,268,70,31,46,36,,13,190
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",11,4,4,,1,,,,2
"Ocupantes presentes (041)",49,15,13,,10,,,,11
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",300,110,53,54,25,6,1,1,50
"Ocupantes presentes (056)",1240,441,239,226,95,38,5,4,192
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",300,110,53,54,25,6,1,1,50
"Ocupantes presentes (059)",1240,441,239,226,95,38,5,4,192
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
