"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia HUAMANGA",,,,,,
"Viviendas particulares (001)",52332,49798,2050,405,64,15
"Ocupantes presentes (002)",217703,194911,16767,4760,986,279
"Casa independiente",,,,,,
"Viviendas particulares (004)",46735,44474,1844,355,52,10
"Ocupantes presentes (005)",197433,177175,15081,4174,813,190
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",656,624,21,4,4,3
"Ocupantes presentes (008)",2347,2019,161,51,57,59
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",1815,1661,117,31,6,
"Ocupantes presentes (011)",6808,5416,937,363,92,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",1306,1221,66,15,2,2
"Ocupantes presentes (014)",4471,3672,573,172,24,30
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",1754,1752,2,,,
"Ocupantes presentes (017)",6404,6389,15,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",15,15,,,,
"Ocupantes presentes (020)",94,94,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",46,46,,,,
"Ocupantes presentes (023)",136,136,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",5,5,,,,
"Ocupantes presentes (026)",10,10,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",36980,34467,2031,403,64,15
"Ocupantes presentes (029)",157988,135355,16631,4737,986,279
"Casa independiente",,,,,,
"Viviendas particulares (031)",33149,30907,1827,353,52,10
"Ocupantes presentes (032)",144157,124043,14960,4151,813,190
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",656,624,21,4,4,3
"Ocupantes presentes (035)",2347,2019,161,51,57,59
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",1815,1661,117,31,6,
"Ocupantes presentes (038)",6808,5416,937,363,92,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",1306,1221,66,15,2,2
"Ocupantes presentes (041)",4471,3672,573,172,24,30
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",15,15,,,,
"Ocupantes presentes (047)",94,94,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",35,35,,,,
"Ocupantes presentes (050)",102,102,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",4,4,,,,
"Ocupantes presentes (053)",9,9,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",15352,15331,19,2,,
"Ocupantes presentes (056)",59715,59556,136,23,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",13586,13567,17,2,,
"Ocupantes presentes (059)",53276,53132,121,23,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",1754,1752,2,,,
"Ocupantes presentes (071)",6404,6389,15,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",11,11,,,,
"Ocupantes presentes (077)",34,34,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",1,1,,,,
