"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TALARA (000)",49736,47345,14057,7507,7972,6317,6514,2711,1244,1023,2391,110515
"De 12 a 14 años (001)",4025,3994,3978,12,4,,,,,,31,20
"De 15 a 19 años (002)",6262,6118,5328,690,87,9,4,,,,144,907
"De 20 a 24 años (003)",5874,5216,2064,2125,801,185,37,4,,,658,4459
"De 25 a 29 años (004)",5477,4945,814,1673,1586,620,232,17,3,,532,7816
"De 30 a 34 años (005)",4745,4483,399,914,1440,1036,606,76,10,2,262,10058
"De 35 a 39 años (006)",4335,4184,262,546,1161,1094,903,177,32,9,151,11550
"De 40 a 44 años (007)",4269,4115,249,403,964,1043,1065,313,57,21,154,12780
"De 45 a 49 años (008)",3874,3744,248,340,707,846,1011,408,128,56,130,13001
"De 50 y más años (009)",10875,10546,715,804,1222,1484,2656,1716,1014,935,329,49924
"PEA (010)",12497,11462,2964,2302,2169,1615,1535,545,205,127,1035,24796
"De 12 a 14 años (011)",83,83,81,2,,,,,,,,2
"De 15 a 19 años (012)",913,895,802,82,9,1,1,,,,18,107
"De 20 a 24 años (013)",1682,1411,813,429,134,25,10,,,,271,813
"De 25 a 29 años (014)",1809,1502,472,549,316,117,41,6,1,,307,1747
"De 30 a 34 años (015)",1582,1438,212,406,409,245,146,19,1,,144,2704
"De 35 a 39 años (016)",1524,1442,147,244,394,322,272,53,9,1,82,3596
"De 40 a 44 años (017)",1494,1417,125,184,333,325,336,94,15,5,77,4053
"De 45 a 49 años (018)",1357,1304,118,175,265,274,299,119,33,21,53,4097
"De 50 y más años (019)",2053,1970,194,231,309,306,430,254,146,100,83,7677
"Ocupada (020)",11571,10659,2636,2138,2061,1519,1465,522,192,126,912,23552
