"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia PATAZ (000)",38398,6219,12326,9777,10076
"Asiste actualmente (001)",23093,1480,11348,8105,2160
"No asiste (002)",15305,4739,978,1672,7916
"Hombres (004)",20082,3188,6236,5066,5592
"Asiste actualmente (005)",12030,750,5731,4291,1258
"No asiste (006)",8052,2438,505,775,4334
"Mujeres (008)",18316,3031,6090,4711,4484
"Asiste actualmente (009)",11063,730,5617,3814,902
"No asiste (010)",7253,2301,473,897,3582
,,,,,
"URBANA (012)",9634,1354,2821,2534,2925
"Asiste actualmente (013)",6308,556,2668,2274,810
"No asiste (014)",3326,798,153,260,2115
"Hombres (016)",4982,690,1386,1309,1597
"Asiste actualmente (017)",3184,268,1307,1178,431
"No asiste (018)",1798,422,79,131,1166
"Mujeres (020)",4652,664,1435,1225,1328
"Asiste actualmente (021)",3124,288,1361,1096,379
"No asiste (022)",1528,376,74,129,949
,,,,,
"RURAL (024)",28764,4865,9505,7243,7151
"Asiste actualmente (025)",16785,924,8680,5831,1350
"No asiste (026)",11979,3941,825,1412,5801
"Hombres (028)",15100,2498,4850,3757,3995
"Asiste actualmente (029)",8846,482,4424,3113,827
"No asiste (030)",6254,2016,426,644,3168
"Mujeres (032)",13664,2367,4655,3486,3156
"Asiste actualmente (033)",7939,442,4256,2718,523
"No asiste (034)",5725,1925,399,768,2633
