"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia SAN IGNACIO",,,,,,,
"Hogares (001)",29542,585,333,494,432,531,27411
"Ocupantes presentes (002)",130377,2550,1373,2728,2110,2785,120029
"Casa independiente",,,,,,,
"Hogares (004)",28469,572,315,482,422,514,26405
"Ocupantes presentes (005)",126300,2516,1314,2668,2075,2715,116205
"Departamento en edificio",,,,,,,
"Hogares (007)",26,1,,,1,1,23
"Ocupantes presentes (008)",89,1,,,1,5,82
"Vivienda en quinta",,,,,,,
"Hogares (010)",194,3,,,2,1,188
"Ocupantes presentes (011)",663,11,,,7,7,638
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",280,1,2,2,2,5,269
"Ocupantes presentes (014)",895,2,6,6,4,16,864
"Choza o cabaña",,,,,,,
"Hogares (016)",536,6,15,10,5,10,491
"Ocupantes presentes (017)",2314,17,52,54,23,42,2127
"Vivienda improvisada",,,,,,,
"Hogares (019)",8,,,,,,8
"Ocupantes presentes (020)",31,,,,,,31
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",23,1,,,,,22
"Ocupantes presentes (023)",72,2,,,,,70
"Otro tipo",,,,,,,
"Hogares (025)",6,1,1,,,,5
"Ocupantes presentes (026)",13,1,1,,,,12
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",5023,151,37,52,60,84,4678
"Ocupantes presentes (029)",19777,626,154,277,272,417,18210
"Casa independiente",,,,,,,
"Hogares (031)",4505,145,34,50,55,77,4181
"Ocupantes presentes (032)",18070,611,147,271,260,389,16567
"Departamento en edificio",,,,,,,
"Hogares (034)",26,1,,,1,1,23
"Ocupantes presentes (035)",89,1,,,1,5,82
"Vivienda en quinta",,,,,,,
"Hogares (037)",194,3,,,2,1,188
"Ocupantes presentes (038)",663,11,,,7,7,638
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",280,1,2,2,2,5,269
"Ocupantes presentes (041)",895,2,6,6,4,16,864
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",8,,,,,,8
"Ocupantes presentes (047)",31,,,,,,31
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",7,,,,,,7
"Ocupantes presentes (050)",25,,,,,,25
"Otro tipo",,,,,,,
"Hogares (052)",3,1,1,,,,2
"Ocupantes presentes (053)",4,1,1,,,,3
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",24519,434,296,442,372,447,22733
"Ocupantes presentes (056)",110600,1924,1219,2451,1838,2368,101819
"Casa independiente",,,,,,,
"Hogares (058)",23964,427,281,432,367,437,22224
"Ocupantes presentes (059)",108230,1905,1167,2397,1815,2326,99638
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",536,6,15,10,5,10,491
"Ocupantes presentes (071)",2314,17,52,54,23,42,2127
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",16,1,,,,,15
"Ocupantes presentes (077)",47,2,,,,,45
"Otro tipo",,,,,,,
"Hogares (079)",3,,,,,,3
"Ocupantes presentes (080)",9,,,,,,9
