"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia NAZCA (000)",16357,107,406,1042,1830,3531,4725,4716
"De 12 a 14 años (001)",25,,,,,,1,24
"De 15 a 19 años (002)",377,,,,,,197,180
"De 20 a 24 años (003)",1642,,,,,9,823,810
"De 25 a 29 años (004)",2129,,,,,145,1139,845
"De 30 a 34 años (005)",2260,,,,,480,1138,642
"De 35 a 39 años (006)",1991,,,,31,722,837,401
"De 40 a 44 años (007)",1798,,,2,114,847,434,401
"De 45 a 49 años (008)",1430,,,6,333,689,128,274
"De 50 y más años (009)",4705,107,406,1034,1352,639,28,1139
"Sin nivel (010)",1183,39,127,195,224,165,72,361
"De 15 a 19 años (012)",5,,,,,,1,4
"De 20 a 24 años (013)",9,,,,,,3,6
"De 25 a 29 años (014)",18,,,,,2,5,11
"De 30 a 34 años (015)",30,,,,,8,7,15
"De 35 a 39 años (016)",48,,,,,13,25,10
"De 40 a 44 años (017)",57,,,,4,21,15,17
"De 45 a 49 años (018)",71,,,,7,47,10,7
"De 50 y más años (019)",945,39,127,195,213,74,6,291
"Educacion Inicial (020)",16,,,,,1,8,7
"De 20 a 24 años (023)",2,,,,,,2,
"De 25 a 29 años (024)",8,,,,,,3,5
"De 30 a 34 años (025)",5,,,,,,3,2
"De 35 a 39 años (026)",1,,,,,1,,
"Primaria (030)",3467,50,189,504,637,781,557,749
"De 12 a 14 años (031)",9,,,,,,,9
"De 15 a 19 años (032)",31,,,,,,17,14
"De 20 a 24 años (033)",101,,,,,1,71,29
"De 25 a 29 años (034)",146,,,,,15,87,44
"De 30 a 34 años (035)",246,,,,,50,141,55
"De 35 a 39 años (036)",301,,,,9,123,122,47
"De 40 a 44 años (037)",352,,,2,22,182,86,60
"De 45 a 49 años (038)",312,,,2,67,164,29,50
"De 50 y más años (039)",1969,50,189,500,539,246,4,441
"Secundaria (040)",6492,13,64,246,637,1532,2311,1689
"De 12 a 14 años (041)",16,,,,,,1,15
"De 15 a 19 años (042)",308,,,,,,162,146
"De 20 a 24 años (043)",863,,,,,6,522,335
"De 25 a 29 años (044)",942,,,,,80,564,298
"De 30 a 34 años (045)",976,,,,,261,493,222
"De 35 a 39 años (046)",848,,,,19,352,335,142
"De 40 a 44 años (047)",738,,,,56,355,173,154
"De 45 a 49 años (048)",629,,,4,169,282,50,124
"De 50 y más años (049)",1172,13,64,242,393,196,11,253
"Sup. no Univ. incompleta (050)",1157,1,2,18,59,242,451,384
"De 15 a 19 años (052)",24,,,,,,13,11
"De 20 a 24 años (053)",227,,,,,,93,134
"De 25 a 29 años (054)",240,,,,,11,135,94
