"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ANTABAMBA (000)",8729,1414,1147,1477,1354,1080,2257
"Católica (001)",7665,1249,993,1263,1171,957,2032
"Cristiana/Evangélica (002)",874,134,125,174,155,100,186
"Otra (003)",99,11,20,15,16,12,25
"Ninguna (004)",91,20,9,25,12,11,14
"Hombres (006)",4435,767,582,796,698,563,1029
"Católica (007)",3918,688,515,680,605,503,927
"Cristiana/Evangélica (008)",414,65,53,90,79,44,83
"Otra (009)",51,6,10,9,5,8,13
"Ninguna (010)",52,8,4,17,9,8,6
"Mujeres (012)",4294,647,565,681,656,517,1228
"Católica (013)",3747,561,478,583,566,454,1105
"Cristiana/Evangélica (014)",460,69,72,84,76,56,103
"Otra (015)",48,5,10,6,11,4,12
"Ninguna (016)",39,12,5,8,3,3,8
,,,,,,,
"URBANA (018)",6131,1141,814,1000,946,728,1502
"Católica (019)",5501,1004,726,885,842,661,1383
"Cristiana/Evangélica (020)",466,109,64,81,80,46,86
"Otra (021)",83,10,16,14,13,10,20
"Ninguna (022)",81,18,8,20,11,11,13
"Hombres (024)",3049,614,421,519,466,376,653
"Católica (025)",2756,548,383,460,417,343,605
"Cristiana/Evangélica (026)",205,54,26,36,38,19,32
"Otra (027)",43,5,9,9,3,6,11
"Ninguna (028)",45,7,3,14,8,8,5
"Mujeres (030)",3082,527,393,481,480,352,849
"Católica (031)",2745,456,343,425,425,318,778
"Cristiana/Evangélica (032)",261,55,38,45,42,27,54
"Otra (033)",40,5,7,5,10,4,9
"Ninguna (034)",36,11,5,6,3,3,8
,,,,,,,
"RURAL (036)",2598,273,333,477,408,352,755
"Católica (037)",2164,245,267,378,329,296,649
"Cristiana/Evangélica (038)",408,25,61,93,75,54,100
"Otra (039)",16,1,4,1,3,2,5
"Ninguna (040)",10,2,1,5,1,,1
"Hombres (042)",1386,153,161,277,232,187,376
"Católica (043)",1162,140,132,220,188,160,322
"Cristiana/Evangélica (044)",209,11,27,54,41,25,51
"Otra (045)",8,1,1,,2,2,2
"Ninguna (046)",7,1,1,3,1,,1
"Mujeres (048)",1212,120,172,200,176,165,379
"Católica (049)",1002,105,135,158,141,136,327
"Cristiana/Evangélica (050)",199,14,34,39,34,29,49
"Otra (051)",8,,3,1,1,,3
"Ninguna (052)",3,1,,2,,,
