"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LUYA (000)",151,58,93
"De 14 a 29 años (001)",89,48,41
"De 30 a 44 años (002)",40,9,31
"De 45 a 64 años (003)",13,1,12
"De 65 y más años (004)",9,,9
"Hombres (005)",105,37,68
"De 14 a 29 años (006)",58,30,28
"De 30 a 44 años (007)",31,7,24
"De 45 a 64 años (008)",10,,10
"De 65 y más años (009)",6,,6
"Mujeres (010)",46,21,25
"De 14 a 29 años (011)",31,18,13
"De 30 a 44 años (012)",9,2,7
"De 45 a 64 años (013)",3,1,2
"De 65 y más años (014)",3,,3
,,,
"AREA URBANA (015)",96,26,70
"De 14 a 29 años (016)",53,24,29
"De 30 a 44 años (017)",22,1,21
"De 45 a 64 años (018)",12,1,11
"De 65 y más años (019)",9,,9
"Hombres (020)",72,15,57
"De 14 a 29 años (021)",37,15,22
"De 30 a 44 años (022)",19,,19
"De 45 a 64 años (023)",10,,10
"De 65 y más años (024)",6,,6
"Mujeres (025)",24,11,13
"De 14 a 29 años (026)",16,9,7
"De 30 a 44 años (027)",3,1,2
"De 45 a 64 años (028)",2,1,1
"De 65 y más años (029)",3,,3
,,,
"AREA RURAL (030)",55,32,23
"De 14 a 29 años (031)",36,24,12
"De 30 a 44 años (032)",18,8,10
"De 45 a 64 años (033)",1,,1
"Hombres (035)",33,22,11
"De 14 a 29 años (036)",21,15,6
"De 30 a 44 años (037)",12,7,5
"Mujeres (040)",22,10,12
"De 14 a 29 años (041)",15,9,6
"De 30 a 44 años (042)",6,1,5
"De 45 a 64 años (043)",1,,1
