"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CONDORCANQUI (000)",10367,9181,333,141,712
"Hombres (001)",6023,5135,249,100,539
"Mujeres (002)",4344,4046,84,41,173
"De 06 a 14 años (003)",230,218,10,2,
"Hombres (004)",120,108,10,2,
"Mujeres (005)",110,110,,,
"De 15 a 29 años (006)",4536,4177,123,39,197
"Hombres (007)",2347,2091,95,25,136
"Mujeres (008)",2189,2086,28,14,61
"De 30 a 44 años (009)",3652,3080,141,75,356
"Hombres (010)",2270,1858,98,54,260
"Mujeres (011)",1382,1222,43,21,96
"De 45 a 64 años (012)",1758,1526,53,22,157
"Hombres (013)",1158,956,42,18,142
"Mujeres (014)",600,570,11,4,15
"De 65 y más años (015)",191,180,6,3,2
"Hombres (016)",128,122,4,1,1
"Mujeres (017)",63,58,2,2,1
,,,,,
"URBANA (018)",1617,1086,116,74,341
"Hombres (019)",1016,624,90,50,252
"Mujeres (020)",601,462,26,24,89
"De 06 a 14 años (021)",36,30,6,,
"Hombres (022)",21,15,6,,
"Mujeres (023)",15,15,,,
"De 15 a 29 años (024)",635,458,42,21,114
"Hombres (025)",358,229,38,13,78
"Mujeres (026)",277,229,4,8,36
"De 30 a 44 años (027)",604,361,42,39,162
"Hombres (028)",393,224,27,27,115
"Mujeres (029)",211,137,15,12,47
"De 45 a 64 años (030)",313,217,21,11,64
"Hombres (031)",227,143,16,9,59
"Mujeres (032)",86,74,5,2,5
"De 65 y más años (033)",29,20,5,3,1
"Hombres (034)",17,13,3,1,
"Mujeres (035)",12,7,2,2,1
,,,,,
"RURAL (036)",8750,8095,217,67,371
"Hombres (037)",5007,4511,159,50,287
"Mujeres (038)",3743,3584,58,17,84
"De 06 a 14 años (039)",194,188,4,2,
"Hombres (040)",99,93,4,2,
"Mujeres (041)",95,95,,,
"De 15 a 29 años (042)",3901,3719,81,18,83
"Hombres (043)",1989,1862,57,12,58
"Mujeres (044)",1912,1857,24,6,25
"De 30 a 44 años (045)",3048,2719,99,36,194
"Hombres (046)",1877,1634,71,27,145
"Mujeres (047)",1171,1085,28,9,49
"De 45 a 64 años (048)",1445,1309,32,11,93
"Hombres (049)",931,813,26,9,83
"Mujeres (050)",514,496,6,2,10
"De 65 y más años (051)",162,160,1,,1
"Hombres (052)",111,109,1,,1
"Mujeres (053)",51,51,,,
