"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CASMA (000)",860,23,459,212,133,33
"Sin nivel (001)",54,,10,18,18,8
"Educación inicial (002)",1,,1,,,
"Primaria (003)",224,18,85,47,54,20
"Secundaria (004)",397,5,256,93,40,3
"Superior no univ. incompleta (005)",46,,34,9,3,
"Superior no univ. completa (006)",49,,26,16,5,2
"Superior univ. incompleta (007)",40,,28,10,2,
"Superior univ. completa (008)",49,,19,19,11,
"Hombres (010)",635,18,319,158,108,32
"Sin nivel (011)",37,,6,10,14,7
"Primaria (013)",180,14,63,39,44,20
"Secundaria (014)",309,4,196,76,30,3
"Superior no univ. incompleta (015)",29,,19,7,3,
"Superior no univ. completa (016)",24,,11,7,4,2
"Superior univ. incompleta (017)",25,,15,8,2,
"Superior univ. completa (018)",31,,9,11,11,
"Mujeres (020)",225,5,140,54,25,1
"Sin nivel (021)",17,,4,8,4,1
"Educación inicial (022)",1,,1,,,
"Primaria (023)",44,4,22,8,10,
"Secundaria (024)",88,1,60,17,10,
"Superior no univ. incompleta (025)",17,,15,2,,
"Superior no univ. completa (026)",25,,15,9,1,
"Superior univ. incompleta (027)",15,,13,2,,
"Superior univ. completa (028)",18,,10,8,,
,,,,,,
"Area Urbana (030)",650,15,356,160,103,16
"Sin nivel (031)",36,,7,14,13,2
"Educación inicial (032)",1,,1,,,
"Primaria (033)",141,10,52,32,38,9
"Secundaria (034)",305,5,199,66,32,3
"Superior no univ. incompleta (035)",43,,31,9,3,
"Superior no univ. completa (036)",44,,23,14,5,2
"Superior univ. incompleta (037)",38,,26,10,2,
"Superior univ. completa (038)",42,,17,15,10,
"Hombres (040)",451,11,234,110,80,16
"Sin nivel (041)",21,,3,7,9,2
"Primaria (043)",107,7,35,27,29,9
"Secundaria (044)",225,4,146,49,23,3
"Superior no univ. incompleta (045)",27,,17,7,3,
"Superior no univ. completa (046)",22,,11,5,4,2
"Superior univ. incompleta (047)",24,,14,8,2,
"Superior univ. completa (048)",25,,8,7,10,
"Mujeres (050)",199,4,122,50,23,
"Sin nivel (051)",15,,4,7,4,
"Educación inicial (052)",1,,1,,,
"Primaria (053)",34,3,17,5,9,
"Secundaria (054)",80,1,53,17,9,
"Superior no univ. incompleta (055)",16,,14,2,,
"Superior no univ. completa (056)",22,,12,9,1,
"Superior univ. incompleta (057)",14,,12,2,,
"Superior univ. completa (058)",17,,9,8,,
,,,,,,
"Area Rural (060)",210,8,103,52,30,17
"Sin nivel (061)",18,,3,4,5,6
"Primaria (063)",83,8,33,15,16,11
"Secundaria (064)",92,,57,27,8,
"Superior no univ. incompleta (065)",3,,3,,,
"Superior no univ. completa (066)",5,,3,2,,
"Superior univ. incompleta (067)",2,,2,,,
"Superior univ. completa (068)",7,,2,4,1,
"Hombres (070)",184,7,85,48,28,16
"Sin nivel (071)",16,,3,3,5,5
"Primaria (073)",73,7,28,12,15,11
"Secundaria (074)",84,,50,27,7,
"Superior no univ. incompleta (075)",2,,2,,,
"Superior no univ. completa (076)",2,,,2,,
"Superior univ. incompleta (077)",1,,1,,,
"Superior univ. completa (078)",6,,1,4,1,
"Mujeres (080)",26,1,18,4,2,1
"Sin nivel (081)",2,,,1,,1
"Primaria (083)",10,1,5,3,1,
"Secundaria (084)",8,,7,,1,
"Superior no univ. incompleta (085)",1,,1,,,
"Superior no univ. completa (086)",3,,3,,,
"Superior univ. incompleta (087)",1,,1,,,
"Superior univ. completa (088)",1,,1,,,
