"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LAMBAYEQUE (000)",242045,32771,6962,104376,66430,7558,9779,6209,7960
"Quechua (001)",1054,400,19,364,184,32,18,10,27
"Aymara (002)",57,11,,18,18,2,2,4,2
"Ashaninca (003)",28,3,2,11,9,1,2,,
"Otra lengua nativa (004)",69,6,,19,26,5,3,10,
"Castellano (005)",240503,32095,6931,103922,66180,7515,9753,6183,7924
"Idioma extranjero (006)",8,,,,1,,,1,6
"Es sordomudo/a (007)",326,256,10,42,12,3,1,1,1
"Hombres (009)",119979,13333,3597,49867,37310,3847,4503,3325,4197
"Quechua (010)",473,96,9,193,122,20,12,4,17
"Aymara (011)",24,5,,8,6,1,1,1,2
"Ashaninca (012)",11,1,1,3,4,1,1,,
"Otra lengua nativa (013)",36,5,,7,16,,,8,
"Castellano (014)",119239,13080,3583,49629,37152,3823,4488,3311,4173
"Idioma extranjero (015)",5,,,,1,,,,4
"Es sordomudo/a (016)",191,146,4,27,9,2,1,1,1
"Mujeres (018)",122066,19438,3365,54509,29120,3711,5276,2884,3763
"Quechua (019)",581,304,10,171,62,12,6,6,10
"Aymara (020)",33,6,,10,12,1,1,3,
"Ashaninca (021)",17,2,1,8,5,,1,,
"Otra lengua nativa (022)",33,1,,12,10,5,3,2,
"Castellano (023)",121264,19015,3348,54293,29028,3692,5265,2872,3751
"Idioma extranjero (024)",3,,,,,,,1,2
"Es sordomudo/a (025)",135,110,6,15,3,1,,,
,,,,,,,,,
"URBANA (027)",117884,11317,3633,38063,37261,6053,8451,5665,7441
"Quechua (028)",441,74,15,150,121,30,16,10,25
"Aymara (029)",41,3,,12,17,1,2,4,2
"Ashaninca (030)",21,1,1,7,9,1,2,,
"Otra lengua nativa (031)",60,5,,14,24,4,3,10,
"Castellano (032)",117200,11150,3611,37862,37085,6015,8427,5639,7411
"Idioma extranjero (033)",4,,,,1,,,1,2
"Es sordomudo/a (034)",117,84,6,18,4,2,1,1,1
"Hombres (036)",56836,4796,1867,17421,19225,2952,3736,2971,3868
"Quechua (037)",222,21,8,73,71,18,11,4,16
"Aymara (038)",18,2,,6,6,,1,1,2
"Ashaninca (039)",9,1,1,1,4,1,1,,
"Otra lengua nativa (040)",33,5,,5,15,,,8,
"Castellano (041)",56470,4709,1855,17324,19125,2931,3722,2957,3847
"Idioma extranjero (042)",3,,,,1,,,,2
"Es sordomudo/a (043)",81,58,3,12,3,2,1,1,1
"Mujeres (045)",61048,6521,1766,20642,18036,3101,4715,2694,3573
"Quechua (046)",219,53,7,77,50,12,5,6,9
"Aymara (047)",23,1,,6,11,1,1,3,
"Ashaninca (048)",12,,,6,5,,1,,
"Otra lengua nativa (049)",27,,,9,9,4,3,2,
"Castellano (050)",60730,6441,1756,20538,17960,3084,4705,2682,3564
"Idioma extranjero (051)",1,,,,,,,1,
"Es sordomudo/a (052)",36,26,3,6,1,,,,
,,,,,,,,,
"RURAL (054)",124161,21454,3329,66313,29169,1505,1328,544,519
"Quechua (055)",613,326,4,214,63,2,2,,2
"Aymara (056)",16,8,,6,1,1,,,
"Ashaninca (057)",7,2,1,4,,,,,
"Otra lengua nativa (058)",9,1,,5,2,1,,,
"Castellano (059)",123303,20945,3320,66060,29095,1500,1326,544,513
"Idioma extranjero (060)",4,,,,,,,,4
"Es sordomudo/a (061)",209,172,4,24,8,1,,,
"Hombres (063)",63143,8537,1730,32446,18085,895,767,354,329
"Quechua (064)",251,75,1,120,51,2,1,,1
"Aymara (065)",6,3,,2,,1,,,
"Ashaninca (066)",2,,,2,,,,,
"Otra lengua nativa (067)",3,,,2,1,,,,
"Castellano (068)",62769,8371,1728,32305,18027,892,766,354,326
"Idioma extranjero (069)",2,,,,,,,,2
"Es sordomudo/a (070)",110,88,1,15,6,,,,
"Mujeres (072)",61018,12917,1599,33867,11084,610,561,190,190
"Quechua (073)",362,251,3,94,12,,1,,1
"Aymara (074)",10,5,,4,1,,,,
"Ashaninca (075)",5,2,1,2,,,,,
"Otra lengua nativa (076)",6,1,,3,1,1,,,
"Castellano (077)",60534,12574,1592,33755,11068,608,560,190,187
"Idioma extranjero (078)",2,,,,,,,,2
"Es sordomudo/a (079)",99,84,3,9,2,1,,,
