"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia COTABAMBAS",,,,,,,,,
"Viviendas particulares (001)",2675,162,209,123,166,6,7,5,1997
"Ocupantes presentes (002)",10748,656,903,524,705,22,26,30,7882
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2580,161,193,121,134,6,7,5,1953
"Ocupantes presentes (005)",10380,650,843,516,572,22,26,30,7721
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",5,,4,,,,,,1
"Ocupantes presentes (008)",22,,19,,,,,,3
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",5,,5,,,,,,
"Ocupantes presentes (011)",15,,15,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",16,,,,,,,,16
"Ocupantes presentes (014)",52,,,,,,,,52
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",68,1,7,2,32,,,,26
"Ocupantes presentes (017)",278,6,26,8,133,,,,105
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1406,140,93,58,102,6,7,5,995
"Ocupantes presentes (029)",5633,547,405,239,434,22,26,30,3930
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1379,140,84,58,102,6,7,5,977
"Ocupantes presentes (032)",5543,547,371,239,434,22,26,30,3874
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",5,,4,,,,,,1
"Ocupantes presentes (035)",22,,19,,,,,,3
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",5,,5,,,,,,
"Ocupantes presentes (038)",15,,15,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",16,,,,,,,,16
"Ocupantes presentes (041)",52,,,,,,,,52
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1269,22,116,65,64,,,,1002
"Ocupantes presentes (056)",5115,109,498,285,271,,,,3952
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1201,21,109,63,32,,,,976
"Ocupantes presentes (059)",4837,103,472,277,138,,,,3847
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",68,1,7,2,32,,,,26
"Ocupantes presentes (071)",278,6,26,8,133,,,,105
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
