"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ANTA (000)",48362,6568,625,21476,15848,1299,983,813,750
"Hombres (001)",24282,1776,329,10866,9151,710,526,473,451
"Mujeres (002)",24080,4792,296,10610,6697,589,457,340,299
"PEA (003)",17200,1951,15,6173,6720,671,737,350,583
"Hombres (004)",12604,1143,10,4716,5241,443,441,236,374
"Mujeres (005)",4596,808,5,1457,1479,228,296,114,209
"Ocupada (006)",16657,1911,15,6020,6447,650,710,338,566
"Hombres (007)",12217,1121,10,4596,5044,430,424,226,366
"Mujeres (008)",4440,790,5,1424,1403,220,286,112,200
"Desocupada (009)",543,40,,153,273,21,27,12,17
"Hombres (010)",387,22,,120,197,13,17,10,8
"Mujeres (011)",156,18,,33,76,8,10,2,9
"No PEA (012)",31162,4617,610,15303,9128,628,246,463,167
"Hombres (013)",11678,633,319,6150,3910,267,85,237,77
"Mujeres (014)",19484,3984,291,9153,5218,361,161,226,90
,,,,,,,,,
"URBANA (018)",17188,1552,254,6645,6229,761,663,554,530
"Hombres (019)",8472,339,129,3188,3400,429,351,319,317
"Mujeres (020)",8716,1213,125,3457,2829,332,312,235,213
"PEA (021)",6602,420,8,1762,2789,461,497,245,420
"Hombres (022)",4279,165,3,1139,1950,305,287,162,268
"Mujeres (023)",2323,255,5,623,839,156,210,83,152
"Ocupada (024)",6326,403,8,1682,2669,444,479,233,408
"Hombres (025)",4090,159,3,1079,1864,295,277,152,261
"Mujeres (026)",2236,244,5,603,805,149,202,81,147
"Desocupada (027)",276,17,,80,120,17,18,12,12
"Hombres (028)",189,6,,60,86,10,10,10,7
"Mujeres (029)",87,11,,20,34,7,8,2,5
"No PEA (030)",10586,1132,246,4883,3440,300,166,309,110
"Hombres (031)",4193,174,126,2049,1450,124,64,157,49
"Mujeres (032)",6393,958,120,2834,1990,176,102,152,61
,,,,,,,,,
"RURAL (036)",31174,5016,371,14831,9619,538,320,259,220
"Hombres (037)",15810,1437,200,7678,5751,281,175,154,134
"Mujeres (038)",15364,3579,171,7153,3868,257,145,105,86
"PEA (039)",10598,1531,7,4411,3931,210,240,105,163
"Hombres (040)",8325,978,7,3577,3291,138,154,74,106
"Mujeres (041)",2273,553,,834,640,72,86,31,57
"Ocupada (042)",10331,1508,7,4338,3778,206,231,105,158
"Hombres (043)",8127,962,7,3517,3180,135,147,74,105
"Mujeres (044)",2204,546,,821,598,71,84,31,53
"Desocupada (045)",267,23,,73,153,4,9,,5
"Hombres (046)",198,16,,60,111,3,7,,1
"Mujeres (047)",69,7,,13,42,1,2,,4
"No PEA (048)",20576,3485,364,10420,5688,328,80,154,57
"Hombres (049)",7485,459,193,4101,2460,143,21,80,28
"Mujeres (050)",13091,3026,171,6319,3228,185,59,74,29
