"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUAYLAS",,,,,,,,,
"Viviendas particulares (001)",8321,210,222,180,454,100,605,726,5824
"Ocupantes presentes (002)",36236,1011,968,789,1936,386,2518,3226,25402
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8201,210,222,180,453,100,591,714,5731
"Ocupantes presentes (005)",35813,1011,968,789,1928,386,2469,3168,25094
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",28,,,,,,,5,23
"Ocupantes presentes (008)",99,,,,,,,26,73
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",45,,,,,,2,5,38
"Ocupantes presentes (011)",153,,,,,,16,26,111
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",42,,,,1,,11,2,28
"Ocupantes presentes (014)",156,,,,8,,29,6,113
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,,,,,,1,,4
"Ocupantes presentes (023)",15,,,,,,4,,11
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3695,69,59,55,181,69,590,671,2001
"Ocupantes presentes (029)",15373,302,231,216,738,248,2446,2975,8217
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3578,69,59,55,180,69,576,659,1911
"Ocupantes presentes (032)",14958,302,231,216,730,248,2397,2917,7917
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",28,,,,,,,5,23
"Ocupantes presentes (035)",99,,,,,,,26,73
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",45,,,,,,2,5,38
"Ocupantes presentes (038)",153,,,,,,16,26,111
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",42,,,,1,,11,2,28
"Ocupantes presentes (041)",156,,,,8,,29,6,113
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,,,,,1,,1
"Ocupantes presentes (050)",7,,,,,,4,,3
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4626,141,163,125,273,31,15,55,3823
"Ocupantes presentes (056)",20863,709,737,573,1198,138,72,251,17185
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4623,141,163,125,273,31,15,55,3820
"Ocupantes presentes (059)",20855,709,737,573,1198,138,72,251,17177
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,,,,,,,3
"Ocupantes presentes (077)",8,,,,,,,,8
"Otro tipo",,,,,,,,,
