"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia HUAMANGA",,,,,,,,,
"Hogares (001)",55444,1736,835,595,504,320,205,257,50992
"Ocupantes presentes (002)",217703,5681,2456,1906,1933,1503,1064,1571,201589
"Casa independiente",,,,,,,,,
"Hogares (004)",49485,1557,749,535,463,304,183,235,45459
"Ocupantes presentes (005)",197433,5181,2221,1738,1777,1444,961,1476,182635
"Departamento en edificio",,,,,,,,,
"Hogares (007)",709,32,20,10,7,1,2,4,633
"Ocupantes presentes (008)",2347,88,63,30,27,3,9,19,2108
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",2012,85,38,20,14,8,14,8,1825
"Ocupantes presentes (011)",6808,251,106,62,52,34,65,19,6219
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",1416,43,16,15,9,3,4,3,1323
"Ocupantes presentes (014)",4471,111,39,32,36,10,17,12,4214
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1756,18,11,14,10,4,2,7,1690
"Ocupantes presentes (017)",6404,49,25,41,38,12,12,45,6182
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",15,,,,,,,,15
"Ocupantes presentes (020)",94,,,,,,,,94
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",46,1,1,1,1,,,,42
"Ocupantes presentes (023)",136,1,2,3,3,,,,127
"Otro tipo",,,,,,,,,
"Hogares (025)",5,,,,,,,,5
"Ocupantes presentes (026)",10,,,,,,,,10
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",40069,1476,652,489,399,248,154,181,36470
"Ocupantes presentes (029)",157988,5028,1993,1575,1535,1178,798,1106,144775
"Casa independiente",,,,,,,,,
"Hogares (031)",35878,1315,578,444,368,236,134,166,32637
"Ocupantes presentes (032)",144157,4577,1785,1451,1417,1131,707,1056,132033
"Departamento en edificio",,,,,,,,,
"Hogares (034)",709,32,20,10,7,1,2,4,633
"Ocupantes presentes (035)",2347,88,63,30,27,3,9,19,2108
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",2012,85,38,20,14,8,14,8,1825
"Ocupantes presentes (038)",6808,251,106,62,52,34,65,19,6219
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",1416,43,16,15,9,3,4,3,1323
"Ocupantes presentes (041)",4471,111,39,32,36,10,17,12,4214
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",15,,,,,,,,15
"Ocupantes presentes (047)",94,,,,,,,,94
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",35,1,,,1,,,,33
"Ocupantes presentes (050)",102,1,,,3,,,,98
"Otro tipo",,,,,,,,,
"Hogares (052)",4,,,,,,,,4
"Ocupantes presentes (053)",9,,,,,,,,9
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",15375,260,183,106,105,72,51,76,14522
"Ocupantes presentes (056)",59715,653,463,331,398,325,266,465,56814
"Casa independiente",,,,,,,,,
"Hogares (058)",13607,242,171,91,95,68,49,69,12822
"Ocupantes presentes (059)",53276,604,436,287,360,313,254,420,50602
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1756,18,11,14,10,4,2,7,1690
"Ocupantes presentes (071)",6404,49,25,41,38,12,12,45,6182
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",11,,1,1,,,,,9
"Ocupantes presentes (077)",34,,2,3,,,,,29
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
