"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PACHITEA (000)",17566,469,7139,5345,3482,1131
"Empleado (001)",692,4,300,285,100,3
"Obrero (002)",2448,84,1140,753,377,94
"Trabajador independiente (003)",9986,7,2954,3569,2574,882
"Empleador o patrono (004)",398,,98,143,113,44
"Trabajador familiar no remunerado (005)",2986,319,2000,381,213,73
"Trabajador del hogar (006)",156,11,115,17,12,1
"Desocupado (008)",900,44,532,197,93,34
"Hombres (009)",15116,396,6051,4624,3028,1017
"Empleado (010)",393,2,148,175,66,2
"Obrero (011)",2313,80,1079,711,353,90
"Trabajador independiente (012)",8919,6,2616,3197,2287,813
"Empleador o patrono (013)",383,,96,137,108,42
"Trabajador familiar no remunerado (014)",2449,273,1748,256,129,43
"Trabajador del hogar (015)",44,4,26,8,6,
"Desocupado (017)",615,31,338,140,79,27
"Mujeres (018)",2450,73,1088,721,454,114
"Empleado (019)",299,2,152,110,34,1
"Obrero (020)",135,4,61,42,24,4
"Trabajador independiente (021)",1067,1,338,372,287,69
"Empleador o patrono (022)",15,,2,6,5,2
"Trabajador familiar no remunerado (023)",537,46,252,125,84,30
"Trabajador del hogar (024)",112,7,89,9,6,1
"Desocupado (026)",285,13,194,57,14,7
,,,,,,
"URBANA (027)",2823,44,996,1033,619,131
"Empleado (028)",428,2,157,202,66,1
"Obrero (029)",408,10,187,116,74,21
"Trabajador independiente (030)",1470,4,360,594,414,98
"Empleador o patrono (031)",24,,3,12,8,1
"Trabajador familiar no remunerado (032)",199,14,104,47,29,5
"Trabajador del hogar (033)",50,4,38,4,4,
"Desocupado (035)",244,10,147,58,24,5
"Hombres (036)",2079,27,718,749,478,107
"Empleado (037)",245,,81,121,42,1
"Obrero (038)",389,10,179,110,69,21
"Trabajador independiente (039)",1133,4,280,447,322,80
"Empleador o patrono (040)",18,,3,9,6,
"Trabajador familiar no remunerado (041)",112,7,67,21,16,1
"Trabajador del hogar (042)",10,1,7,1,1,
"Desocupado (044)",172,5,101,40,22,4
"Mujeres (045)",744,17,278,284,141,24
"Empleado (046)",183,2,76,81,24,
"Obrero (047)",19,,8,6,5,
"Trabajador independiente (048)",337,,80,147,92,18
"Empleador o patrono (049)",6,,,3,2,1
"Trabajador familiar no remunerado (050)",87,7,37,26,13,4
"Trabajador del hogar (051)",40,3,31,3,3,
"Desocupado (053)",72,5,46,18,2,1
,,,,,,
"RURAL (054)",14743,425,6143,4312,2863,1000
"Empleado (055)",264,2,143,83,34,2
"Obrero (056)",2040,74,953,637,303,73
"Trabajador independiente (057)",8516,3,2594,2975,2160,784
"Empleador o patrono (058)",374,,95,131,105,43
"Trabajador familiar no remunerado (059)",2787,305,1896,334,184,68
"Trabajador del hogar (060)",106,7,77,13,8,1
"Desocupado (062)",656,34,385,139,69,29
"Hombres (063)",13037,369,5333,3875,2550,910
"Empleado (064)",148,2,67,54,24,1
"Obrero (065)",1924,70,900,601,284,69
"Trabajador independiente (066)",7786,2,2336,2750,1965,733
"Empleador o patrono (067)",365,,93,128,102,42
"Trabajador familiar no remunerado (068)",2337,266,1681,235,113,42
"Trabajador del hogar (069)",34,3,19,7,5,
"Desocupado (071)",443,26,237,100,57,23
"Mujeres (072)",1706,56,810,437,313,90
"Empleado (073)",116,,76,29,10,1
"Obrero (074)",116,4,53,36,19,4
"Trabajador independiente (075)",730,1,258,225,195,51
"Empleador o patrono (076)",9,,2,3,3,1
"Trabajador familiar no remunerado (077)",450,39,215,99,71,26
"Trabajador del hogar (078)",72,4,58,6,3,1
"Desocupado (080)",213,8,148,39,12,6
