"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia PADRE ABAD (000)",50590,48855,1358,377
"Hombres (001)",27999,27140,652,207
"Mujeres (002)",22591,21715,706,170
"Menores de 1 año (003)",1280,925,275,80
"Hombres (004)",675,493,134,48
"Mujeres (005)",605,432,141,32
"De 1 a 5 años (006)",6249,5131,847,271
"Hombres (007)",3251,2669,436,146
"Mujeres (008)",2998,2462,411,125
"De 6 a 14 años (009)",10488,10418,57,13
"Hombres (010)",5432,5396,30,6
"Mujeres (011)",5056,5022,27,7
"De 15 a 29 años (012)",14515,14482,28,5
"Hombres (013)",7906,7892,12,2
"Mujeres (014)",6609,6590,16,3
"De 30 a 44 años (015)",10864,10830,31,3
"Hombres (016)",6204,6195,7,2
"Mujeres (017)",4660,4635,24,1
"De 45 a 64 años (018)",5760,5711,47,2
"Hombres (019)",3657,3647,9,1
"Mujeres (020)",2103,2064,38,1
"De 65 a más años (021)",1434,1358,73,3
"Hombres (022)",874,848,24,2
"Mujeres (023)",560,510,49,1
,,,,
"URBANA (024)",26722,26129,489,104
"Hombres (025)",14309,14024,231,54
"Mujeres (026)",12413,12105,258,50
"Menores de 1 año (027)",605,459,120,26
"Hombres (028)",305,238,51,16
"Mujeres (029)",300,221,69,10
"De 1 a 5 años (030)",2978,2615,290,73
"Hombres (031)",1521,1326,159,36
"Mujeres (032)",1457,1289,131,37
"De 6 a 14 años (033)",5432,5416,14,2
"Hombres (034)",2712,2702,8,2
"Mujeres (035)",2720,2714,6,
"De 15 a 29 años (036)",8029,8015,12,2
"Hombres (037)",4179,4176,3,
"Mujeres (038)",3850,3839,9,2
"De 30 a 44 años (039)",6086,6077,8,1
"Hombres (040)",3361,3360,1,
"Mujeres (041)",2725,2717,7,1
"De 45 a 64 años (042)",2923,2911,12,
"Hombres (043)",1850,1847,3,
"Mujeres (044)",1073,1064,9,
"De 65 a más años (045)",669,636,33,
"Hombres (046)",381,375,6,
"Mujeres (047)",288,261,27,
,,,,
"RURAL (048)",23868,22726,869,273
"Hombres (049)",13690,13116,421,153
"Mujeres (050)",10178,9610,448,120
"Menores de 1 año (051)",675,466,155,54
"Hombres (052)",370,255,83,32
"Mujeres (053)",305,211,72,22
"De 1 a 5 años (054)",3271,2516,557,198
"Hombres (055)",1730,1343,277,110
"Mujeres (056)",1541,1173,280,88
"De 6 a 14 años (057)",5056,5002,43,11
"Hombres (058)",2720,2694,22,4
"Mujeres (059)",2336,2308,21,7
"De 15 a 29 años (060)",6486,6467,16,3
"Hombres (061)",3727,3716,9,2
"Mujeres (062)",2759,2751,7,1
"De 30 a 44 años (063)",4778,4753,23,2
"Hombres (064)",2843,2835,6,2
"Mujeres (065)",1935,1918,17,
"De 45 a 64 años (066)",2837,2800,35,2
"Hombres (067)",1807,1800,6,1
"Mujeres (068)",1030,1000,29,1
"De 65 a más años (069)",765,722,40,3
"Hombres (070)",493,473,18,2
"Mujeres (071)",272,249,22,1
