"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia LA UNION (000)",11087,1714,1376,1882,1993,1469,2653
"Conviviente (001)",2688,33,494,966,692,285,218
"Separado(a) (002)",186,1,18,37,36,40,54
"Casado(a) (003)",4045,4,53,501,1029,957,1501
"Viudo(a) (004)",939,,3,18,67,105,746
"Divorciado(a) (005)",46,,1,5,9,5,26
"Soltero(a) (006)",3183,1676,807,355,160,77,108
"Hombres (008)",5481,892,731,895,987,732,1244
"Conviviente (009)",1301,12,174,456,375,160,124
"Separado(a) (010)",79,,2,17,18,20,22
"Casado(a) (011)",1996,4,19,196,477,469,831
"Viudo(a) (012)",266,,1,7,20,32,206
"Divorciado(a) (013)",22,,,1,7,1,13
"Soltero(a) (014)",1817,876,535,218,90,50,48
"Mujeres (016)",5606,822,645,987,1006,737,1409
"Conviviente (017)",1387,21,320,510,317,125,94
"Separado(a) (018)",107,1,16,20,18,20,32
"Casado(a) (019)",2049,,34,305,552,488,670
"Viudo(a) (020)",673,,2,11,47,73,540
"Divorciado(a) (021)",24,,1,4,2,4,13
"Soltero(a) (022)",1366,800,272,137,70,27,60
,,,,,,,
"URBANA (024)",5498,993,708,936,992,708,1161
"Conviviente (025)",1199,18,215,451,310,114,91
"Separado(a) (026)",107,1,11,13,29,26,27
"Casado(a) (027)",1925,2,26,255,514,481,647
"Viudo(a) (028)",408,,2,6,33,46,321
"Divorciado(a) (029)",27,,,3,6,2,16
"Soltero(a) (030)",1832,972,454,208,100,39,59
"Hombres (032)",2685,522,373,433,482,343,532
"Conviviente (033)",581,7,81,205,171,62,55
"Separado(a) (034)",41,,,6,14,10,11
"Casado(a) (035)",941,2,9,103,237,233,357
"Viudo(a) (036)",102,,,2,5,15,80
"Divorciado(a) (037)",9,,,,4,,5
"Soltero(a) (038)",1011,513,283,117,51,23,24
"Mujeres (040)",2813,471,335,503,510,365,629
"Conviviente (041)",618,11,134,246,139,52,36
"Separado(a) (042)",66,1,11,7,15,16,16
"Casado(a) (043)",984,,17,152,277,248,290
"Viudo(a) (044)",306,,2,4,28,31,241
"Divorciado(a) (045)",18,,,3,2,2,11
"Soltero(a) (046)",821,459,171,91,49,16,35
,,,,,,,
"RURAL (048)",5589,721,668,946,1001,761,1492
"Conviviente (049)",1489,15,279,515,382,171,127
"Separado(a) (050)",79,,7,24,7,14,27
"Casado(a) (051)",2120,2,27,246,515,476,854
"Viudo(a) (052)",531,,1,12,34,59,425
"Divorciado(a) (053)",19,,1,2,3,3,10
"Soltero(a) (054)",1351,704,353,147,60,38,49
"Hombres (056)",2796,370,358,462,505,389,712
"Conviviente (057)",720,5,93,251,204,98,69
"Separado(a) (058)",38,,2,11,4,10,11
"Casado(a) (059)",1055,2,10,93,240,236,474
"Viudo(a) (060)",164,,1,5,15,17,126
"Divorciado(a) (061)",13,,,1,3,1,8
"Soltero(a) (062)",806,363,252,101,39,27,24
"Mujeres (064)",2793,351,310,484,496,372,780
"Conviviente (065)",769,10,186,264,178,73,58
"Separado(a) (066)",41,,5,13,3,4,16
"Casado(a) (067)",1065,,17,153,275,240,380
"Viudo(a) (068)",367,,,7,19,42,299
"Divorciado(a) (069)",6,,1,1,,2,2
"Soltero(a) (070)",545,341,101,46,21,11,25
