"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia SAN PABLO",,,,,,,,,
"Viviendas particulares (001)",5750,81,5360,18,164,6,106,1,14
"Ocupantes presentes (002)",23092,334,21524,64,604,28,488,2,48
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5640,78,5297,14,133,6,102,1,9
"Ocupantes presentes (005)",22690,323,21292,55,488,28,473,2,29
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",41,3,38,,,,,,
"Ocupantes presentes (011)",152,11,141,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",15,,15,,,,,,
"Ocupantes presentes (014)",38,,38,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",51,,10,3,31,,4,,3
"Ocupantes presentes (017)",199,,53,8,116,,15,,7
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",7,,,,,,,,7
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,,1,,,,,1
"Ocupantes presentes (023)",6,,,1,,,,,5
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",937,62,867,,4,,1,,3
"Ocupantes presentes (029)",3572,254,3279,,19,,6,,14
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",880,59,814,,4,,1,,2
"Ocupantes presentes (032)",3375,243,3100,,19,,6,,7
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",41,3,38,,,,,,
"Ocupantes presentes (038)",152,11,141,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",15,,15,,,,,,
"Ocupantes presentes (041)",38,,38,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",7,,,,,,,,7
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4813,19,4493,18,160,6,105,1,11
"Ocupantes presentes (056)",19520,80,18245,64,585,28,482,2,34
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4760,19,4483,14,129,6,101,1,7
"Ocupantes presentes (059)",19315,80,18192,55,469,28,467,2,22
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",51,,10,3,31,,4,,3
"Ocupantes presentes (071)",199,,53,8,116,,15,,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,1,,,,,1
"Ocupantes presentes (077)",6,,,1,,,,,5
"Otro tipo",,,,,,,,,
