"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia AMBO (000)",39495,7433,7059,6997,6268,4645,7093
"Católica (001)",30894,6036,5798,5567,4901,3417,5175
"Cristiana/Evangélica (002)",8011,1291,1126,1313,1268,1159,1854
"Otra (003)",252,36,52,44,42,40,38
"Ninguna (004)",338,70,83,73,57,29,26
"Hombres (006)",19666,3748,3549,3379,3149,2316,3525
"Católica (007)",15873,3112,3018,2772,2517,1777,2677
"Cristiana/Evangélica (008)",3480,580,459,551,573,502,815
"Otra (009)",125,20,31,16,22,20,16
"Ninguna (010)",188,36,41,40,37,17,17
"Mujeres (012)",19829,3685,3510,3618,3119,2329,3568
"Católica (013)",15021,2924,2780,2795,2384,1640,2498
"Cristiana/Evangélica (014)",4531,711,667,762,695,657,1039
"Otra (015)",127,16,21,28,20,20,22
"Ninguna (016)",150,34,42,33,20,12,9
,,,,,,,
"URBANA (018)",13831,2518,2524,2318,2255,1685,2531
"Católica (019)",10427,1901,1971,1792,1709,1211,1843
"Cristiana/Evangélica (020)",3000,544,452,448,478,428,650
"Otra (021)",168,22,38,34,27,24,23
"Ninguna (022)",236,51,63,44,41,22,15
"Hombres (024)",6730,1245,1249,1066,1108,832,1230
"Católica (025)",5272,972,1021,846,864,633,936
"Cristiana/Evangélica (026)",1243,232,177,183,205,173,273
"Otra (027)",83,14,22,11,14,12,10
"Ninguna (028)",132,27,29,26,25,14,11
"Mujeres (030)",7101,1273,1275,1252,1147,853,1301
"Católica (031)",5155,929,950,946,845,578,907
"Cristiana/Evangélica (032)",1757,312,275,265,273,255,377
"Otra (033)",85,8,16,23,13,12,13
"Ninguna (034)",104,24,34,18,16,8,4
,,,,,,,
"RURAL (036)",25664,4915,4535,4679,4013,2960,4562
"Católica (037)",20467,4135,3827,3775,3192,2206,3332
"Cristiana/Evangélica (038)",5011,747,674,865,790,731,1204
"Otra (039)",84,14,14,10,15,16,15
"Ninguna (040)",102,19,20,29,16,7,11
"Hombres (042)",12936,2503,2300,2313,2041,1484,2295
"Católica (043)",10601,2140,1997,1926,1653,1144,1741
"Cristiana/Evangélica (044)",2237,348,282,368,368,329,542
"Otra (045)",42,6,9,5,8,8,6
"Ninguna (046)",56,9,12,14,12,3,6
"Mujeres (048)",12728,2412,2235,2366,1972,1476,2267
"Católica (049)",9866,1995,1830,1849,1539,1062,1591
"Cristiana/Evangélica (050)",2774,399,392,497,422,402,662
"Otra (051)",42,8,5,5,7,8,9
"Ninguna (052)",46,10,8,15,4,4,5
