"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia ANTA (000)",31372,30246,1126
"Hombres (001)",15358,14981,377
"Mujeres (002)",16014,15265,749
"De 18 a 29 años (003)",8925,8581,344
"Hombres (004)",4478,4320,158
"Mujeres (005)",4447,4261,186
"De 30 a 44 años (006)",9745,9659,86
"Hombres (007)",4738,4703,35
"Mujeres (008)",5007,4956,51
"De 45 a 64 años (009)",8193,8014,179
"Hombres (010)",4078,4014,64
"Mujeres (011)",4115,4000,115
"De 65 y más años (012)",4509,3992,517
"Hombres (013)",2064,1944,120
"Mujeres (014)",2445,2048,397
,,,
"URBANA (015)",11260,10864,396
"Hombres (016)",5399,5287,112
"Mujeres (017)",5861,5577,284
"De 18 a 29 años (018)",3325,3182,143
"Hombres (019)",1627,1564,63
"Mujeres (020)",1698,1618,80
"De 30 a 44 años (021)",3636,3596,40
"Hombres (022)",1719,1708,11
"Mujeres (023)",1917,1888,29
"De 45 a 64 años (024)",2754,2699,55
"Hombres (025)",1367,1352,15
"Mujeres (026)",1387,1347,40
"De 65 y más años (027)",1545,1387,158
"Hombres (028)",686,663,23
"Mujeres (029)",859,724,135
,,,
"RURAL (030)",20112,19382,730
"Hombres (031)",9959,9694,265
"Mujeres (032)",10153,9688,465
"De 18 a 29 años (033)",5600,5399,201
"Hombres (034)",2851,2756,95
"Mujeres (035)",2749,2643,106
"De 30 a 44 años (036)",6109,6063,46
"Hombres (037)",3019,2995,24
"Mujeres (038)",3090,3068,22
"De 45 a 64 años (039)",5439,5315,124
"Hombres (040)",2711,2662,49
"Mujeres (041)",2728,2653,75
"De 65 y más años (042)",2964,2605,359
"Hombres (043)",1378,1281,97
"Mujeres (044)",1586,1324,262
