"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia MAYNAS (000)",285745,267210,18535
"Hombres (001)",143657,134504,9153
"Mujeres (002)",142088,132706,9382
"De 18 a 29 años (003)",110209,99309,10900
"Hombres (004)",54982,49058,5924
"Mujeres (005)",55227,50251,4976
"De 30 a 44 años (006)",89786,87000,2786
"Hombres (007)",44390,43063,1327
"Mujeres (008)",45396,43937,1459
"De 45 a 64 años (009)",64663,62342,2321
"Hombres (010)",33838,32815,1023
"Mujeres (011)",30825,29527,1298
"De 65 y más años (012)",21087,18559,2528
"Hombres (013)",10447,9568,879
"Mujeres (014)",10640,8991,1649
,,,
"URBANA (015)",235375,224035,11340
"Hombres (016)",115164,109850,5314
"Mujeres (017)",120211,114185,6026
"De 18 a 29 años (018)",91670,84545,7125
"Hombres (019)",44769,41090,3679
"Mujeres (020)",46901,43455,3446
"De 30 a 44 años (021)",73859,72280,1579
"Hombres (022)",35457,34725,732
"Mujeres (023)",38402,37555,847
"De 45 a 64 años (024)",52949,51832,1117
"Hombres (025)",26965,26495,470
"Mujeres (026)",25984,25337,647
"De 65 y más años (027)",16897,15378,1519
"Hombres (028)",7973,7540,433
"Mujeres (029)",8924,7838,1086
,,,
"RURAL (030)",50370,43175,7195
"Hombres (031)",28493,24654,3839
"Mujeres (032)",21877,18521,3356
"De 18 a 29 años (033)",18539,14764,3775
"Hombres (034)",10213,7968,2245
"Mujeres (035)",8326,6796,1530
"De 30 a 44 años (036)",15927,14720,1207
"Hombres (037)",8933,8338,595
"Mujeres (038)",6994,6382,612
"De 45 a 64 años (039)",11714,10510,1204
"Hombres (040)",6873,6320,553
"Mujeres (041)",4841,4190,651
"De 65 y más años (042)",4190,3181,1009
"Hombres (043)",2474,2028,446
"Mujeres (044)",1716,1153,563
