"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia JAEN (000)",105470,98376,7094
"Hombres (001)",53975,50939,3036
"Mujeres (002)",51495,47437,4058
"De 18 a 29 años (003)",37354,34432,2922
"Hombres (004)",18868,17270,1598
"Mujeres (005)",18486,17162,1324
"De 30 a 44 años (006)",35097,33907,1190
"Hombres (007)",17653,17156,497
"Mujeres (008)",17444,16751,693
"De 45 a 64 años (009)",23954,22561,1393
"Hombres (010)",12529,12108,421
"Mujeres (011)",11425,10453,972
"De 65 y más años (012)",9065,7476,1589
"Hombres (013)",4925,4405,520
"Mujeres (014)",4140,3071,1069
,,,
"URBANA (015)",56233,53847,2386
"Hombres (016)",27701,26681,1020
"Mujeres (017)",28532,27166,1366
"De 18 a 29 años (018)",20237,19006,1231
"Hombres (019)",9669,9040,629
"Mujeres (020)",10568,9966,602
"De 30 a 44 años (021)",19284,18906,378
"Hombres (022)",9347,9189,158
"Mujeres (023)",9937,9717,220
"De 45 a 64 años (024)",12506,12178,328
"Hombres (025)",6447,6340,107
"Mujeres (026)",6059,5838,221
"De 65 y más años (027)",4206,3757,449
"Hombres (028)",2238,2112,126
"Mujeres (029)",1968,1645,323
,,,
"RURAL (030)",49237,44529,4708
"Hombres (031)",26274,24258,2016
"Mujeres (032)",22963,20271,2692
"De 18 a 29 años (033)",17117,15426,1691
"Hombres (034)",9199,8230,969
"Mujeres (035)",7918,7196,722
"De 30 a 44 años (036)",15813,15001,812
"Hombres (037)",8306,7967,339
"Mujeres (038)",7507,7034,473
"De 45 a 64 años (039)",11448,10383,1065
"Hombres (040)",6082,5768,314
"Mujeres (041)",5366,4615,751
"De 65 y más años (042)",4859,3719,1140
"Hombres (043)",2687,2293,394
"Mujeres (044)",2172,1426,746
