"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CALCA (000)",16926,79,279,728,1648,3372,6047,4773
"De 12 a 14 años (001)",37,,,,,,1,36
"De 15 a 19 años (002)",390,,,,,,203,187
"De 20 a 24 años (003)",1866,,,,,3,1011,852
"De 25 a 29 años (004)",2143,,,,,72,1376,695
"De 30 a 34 años (005)",2131,,,,,325,1334,472
"De 35 a 39 años (006)",2034,,,,18,588,1079,349
"De 40 a 44 años (007)",1801,,,,66,748,663,324
"De 45 a 49 años (008)",1500,,,5,213,727,320,235
"De 50 y más años (009)",5024,79,279,723,1351,909,60,1623
"PEA (010)",5673,12,41,207,582,1274,1858,1699
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",96,,,,,,53,43
"De 20 a 24 años (013)",622,,,,,2,294,326
"De 25 a 29 años (014)",778,,,,,29,431,318
"De 30 a 34 años (015)",761,,,,,131,395,235
"De 35 a 39 años (016)",759,,,,11,224,368,156
"De 40 a 44 años (017)",680,,,,32,313,202,133
"De 45 a 49 años (018)",572,,,3,91,287,97,94
"De 50 y más años (019)",1404,12,41,204,448,288,18,393
"Ocupada (020)",5573,12,41,206,580,1257,1819,1658
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",96,,,,,,53,43
"De 20 a 24 años (023)",600,,,,,2,288,310
"De 25 a 29 años (024)",748,,,,,26,415,307
"De 30 a 34 años (025)",747,,,,,129,389,229
"De 35 a 39 años (026)",751,,,,11,222,364,154
"De 40 a 44 años (027)",669,,,,32,309,196,132
"De 45 a 49 años (028)",563,,,3,89,283,96,92
"De 50 y más años (029)",1398,12,41,203,448,286,18,390
"Desocupada (030)",100,,,1,2,17,39,41
"De 20 a 24 años (033)",22,,,,,,6,16
"De 25 a 29 años (034)",30,,,,,3,16,11
"De 30 a 34 años (035)",14,,,,,2,6,6
"De 35 a 39 años (036)",8,,,,,2,4,2
"De 40 a 44 años (037)",11,,,,,4,6,1
"De 45 a 49 años (038)",9,,,,2,4,1,2
"De 50 y más años (039)",6,,,1,,2,,3
"No PEA (040)",11253,67,238,521,1066,2098,4189,3074
"De 12 a 14 años (041)",36,,,,,,1,35
"De 15 a 19 años (042)",294,,,,,,150,144
"De 20 a 24 años (043)",1244,,,,,1,717,526
"De 25 a 29 años (044)",1365,,,,,43,945,377
"De 30 a 34 años (045)",1370,,,,,194,939,237
"De 35 a 39 años (046)",1275,,,,7,364,711,193
"De 40 a 44 años (047)",1121,,,,34,435,461,191
"De 45 a 49 años (048)",928,,,2,122,440,223,141
