"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia HUAMANGA",,,
"Viviendas particulares (001)",52332,37035,15297
"Ocupantes presentes (002)",217703,161987,55716
"Casa independiente",,,
"Viviendas particulares (004)",46735,32957,13778
"Ocupantes presentes (005)",197433,147191,50242
"Departamento en edificio",,,
"Viviendas particulares (007)",656,656,
"Ocupantes presentes (008)",2347,2347,
"Vivienda en quinta",,,
"Viviendas particulares (010)",1815,1815,
"Ocupantes presentes (011)",6808,6808,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",1306,1206,100
"Ocupantes presentes (014)",4471,4094,377
"Choza o cabaña",,,
"Viviendas particulares (016)",1754,361,1393
"Ocupantes presentes (017)",6404,1389,5015
"Vivienda improvisada",,,
"Viviendas particulares (019)",15,6,9
"Ocupantes presentes (020)",94,56,38
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",46,30,16
"Ocupantes presentes (023)",136,93,43
"Otro tipo",,,
"Viviendas particulares (025)",5,4,1
"Ocupantes presentes (026)",10,9,1
,,,
URBANA,,,
"Viviendas particulares (028)",36980,31347,5633
"Ocupantes presentes (029)",157988,138456,19532
"Casa independiente",,,
"Viviendas particulares (031)",33149,27631,5518
"Ocupantes presentes (032)",144157,125051,19106
"Departamento en edificio",,,
"Viviendas particulares (034)",656,656,
"Ocupantes presentes (035)",2347,2347,
"Vivienda en quinta",,,
"Viviendas particulares (037)",1815,1815,
"Ocupantes presentes (038)",6808,6808,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",1306,1206,100
"Ocupantes presentes (041)",4471,4094,377
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",15,6,9
"Ocupantes presentes (047)",94,56,38
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",35,29,6
"Ocupantes presentes (050)",102,91,11
"Otro tipo",,,
"Viviendas particulares (052)",4,4,
"Ocupantes presentes (053)",9,9,
,,,
RURAL,,,
"Viviendas particulares (055)",15352,5688,9664
"Ocupantes presentes (056)",59715,23531,36184
"Casa independiente",,,
"Viviendas particulares (058)",13586,5326,8260
"Ocupantes presentes (059)",53276,22140,31136
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",1754,361,1393
"Ocupantes presentes (071)",6404,1389,5015
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",11,1,10
"Ocupantes presentes (077)",34,2,32
"Otro tipo",,,
"Viviendas particulares (079)",1,,1
"Ocupantes presentes (080)",1,,1
