"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LA CONVENCION (000)",55905,53786,14513,8014,7773,5908,8265,5161,2689,1463,2119,149948
"De 12 a 14 años (001)",5815,5754,5715,32,7,,,,,,61,46
"De 15 a 19 años (002)",7601,7338,5808,1262,224,28,16,,,,263,1858
"De 20 a 24 años (003)",6613,5940,1428,2576,1363,401,151,21,,,673,7278
"De 25 a 29 años (004)",6392,5859,517,1650,1888,1038,667,79,20,,533,12071
"De 30 a 34 años (005)",5524,5335,266,962,1447,1141,1121,320,68,10,189,14880
"De 35 a 39 años (006)",5402,5278,173,562,1098,1050,1480,682,189,44,124,18804
"De 40 a 44 años (007)",4566,4507,132,272,593,805,1352,879,347,127,59,19756
"De 45 a 49 años (008)",3769,3734,95,200,434,486,1080,817,440,182,35,18336
"De 50 y más años (009)",10223,10041,379,498,719,959,2398,2363,1625,1100,182,56919
"PEA (010)",16986,16076,2647,3096,3005,2103,2647,1487,716,375,910,46776
"De 12 a 14 años (011)",260,255,248,5,2,,,,,,5,9
"De 15 a 19 años (012)",1410,1352,1007,294,42,7,2,,,,58,407
"De 20 a 24 años (013)",2213,1946,576,834,392,103,37,4,,,267,2110
"De 25 a 29 años (014)",2431,2128,314,717,631,283,161,17,5,,303,3665
"De 30 a 34 años (015)",2218,2104,171,501,597,403,341,77,10,4,114,4995
"De 35 a 39 años (016)",2242,2188,105,323,572,417,498,213,46,14,54,6776
"De 40 a 44 años (017)",1830,1803,59,161,311,358,513,274,99,28,27,7005
"De 45 a 49 años (018)",1470,1447,41,94,204,236,401,286,133,52,23,6511
"De 50 y más años (019)",2912,2853,126,167,254,296,694,616,423,277,59,15298
"Ocupada (020)",16373,15540,2468,2939,2923,2054,2601,1469,713,373,833,45942
