"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAMANGA (000)",71283,1208,24633,26613,15785,3044
"Empleado (001)",21482,118,7404,9059,4677,224
"Obrero (002)",9687,111,4056,3391,1819,310
"Trabajador independiente (003)",31604,272,9374,11969,7882,2107
"Empleador o patrono (004)",1247,5,360,502,312,68
"Trabajador familiar no remunerado (005)",5723,580,2448,1398,973,324
"Trabajador del hogar (006)",1540,122,991,294,122,11
"Hombres (008)",43379,708,15005,15964,9695,2007
"Empleado (009)",11865,53,3819,4947,2889,157
"Obrero (010)",8136,87,3404,2832,1544,269
"Trabajador independiente (011)",19868,206,6180,7362,4725,1395
"Empleador o patrono (012)",881,5,251,367,209,49
"Trabajador familiar no remunerado (013)",2557,344,1308,450,320,135
"Trabajador del hogar (014)",72,13,43,6,8,2
"Mujeres (016)",27904,500,9628,10649,6090,1037
"Empleado (017)",9617,65,3585,4112,1788,67
"Obrero (018)",1551,24,652,559,275,41
"Trabajador independiente (019)",11736,66,3194,4607,3157,712
"Empleador o patrono (020)",366,,109,135,103,19
"Trabajador familiar no remunerado (021)",3166,236,1140,948,653,189
"Trabajador del hogar (022)",1468,109,948,288,114,9
,,,,,,
"URBANA (024)",57995,1033,19936,22295,12753,1978
"Empleado (025)",21015,118,7194,8894,4596,213
"Obrero (026)",7271,89,3079,2604,1300,199
"Trabajador independiente (027)",24004,248,7196,9315,5921,1324
"Empleador o patrono (028)",1067,5,295,431,281,55
"Trabajador familiar no remunerado (029)",3174,454,1233,768,543,176
"Trabajador del hogar (030)",1464,119,939,283,112,11
"Hombres (032)",33456,608,11570,12644,7436,1198
"Empleado (033)",11575,53,3709,4830,2831,152
"Obrero (034)",6150,72,2611,2175,1116,176
"Trabajador independiente (035)",13678,189,4450,5131,3149,759
"Empleador o patrono (036)",718,5,190,302,185,36
"Trabajador familiar no remunerado (037)",1266,276,568,200,149,73
"Trabajador del hogar (038)",69,13,42,6,6,2
"Mujeres (040)",24539,425,8366,9651,5317,780
"Empleado (041)",9440,65,3485,4064,1765,61
"Obrero (042)",1121,17,468,429,184,23
"Trabajador independiente (043)",10326,59,2746,4184,2772,565
"Empleador o patrono (044)",349,,105,129,96,19
"Trabajador familiar no remunerado (045)",1908,178,665,568,394,103
"Trabajador del hogar (046)",1395,106,897,277,106,9
,,,,,,
"RURAL (048)",13288,175,4697,4318,3032,1066
"Empleado (049)",467,,210,165,81,11
"Obrero (050)",2416,22,977,787,519,111
"Trabajador independiente (051)",7600,24,2178,2654,1961,783
"Empleador o patrono (052)",180,,65,71,31,13
"Trabajador familiar no remunerado (053)",2549,126,1215,630,430,148
"Trabajador del hogar (054)",76,3,52,11,10,
"Hombres (056)",9923,100,3435,3320,2259,809
"Empleado (057)",290,,110,117,58,5
"Obrero (058)",1986,15,793,657,428,93
"Trabajador independiente (059)",6190,17,1730,2231,1576,636
"Empleador o patrono (060)",163,,61,65,24,13
"Trabajador familiar no remunerado (061)",1291,68,740,250,171,62
"Trabajador del hogar (062)",3,,1,,2,
"Mujeres (064)",3365,75,1262,998,773,257
"Empleado (065)",177,,100,48,23,6
"Obrero (066)",430,7,184,130,91,18
"Trabajador independiente (067)",1410,7,448,423,385,147
"Empleador o patrono (068)",17,,4,6,7,
"Trabajador familiar no remunerado (069)",1258,58,475,380,259,86
"Trabajador del hogar (070)",73,3,51,11,8,
