"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ICA (000)",96745,1139,3211,6911,11219,17970,27886,28409
"De 12 a 14 años (001)",104,,,,,,10,94
"De 15 a 19 años (002)",2083,,,,,,1124,959
"De 20 a 24 años (003)",10639,,,,,32,4835,5772
"De 25 a 29 años (004)",12584,,,,,559,6503,5522
"De 30 a 34 años (005)",11965,,,,6,1817,6546,3596
"De 35 a 39 años (006)",11315,,,,122,3406,5123,2664
"De 40 a 44 años (007)",10048,,,2,730,4457,2749,2110
"De 45 a 49 años (008)",8465,,,45,1744,4137,878,1661
"De 50 y más años (009)",29542,1139,3211,6864,8617,3562,118,6031
"PEA (010)",43328,26,232,1229,4383,10310,12935,14213
"De 12 a 14 años (011)",9,,,,,,1,8
"De 15 a 19 años (012)",503,,,,,,271,232
"De 20 a 24 años (013)",4710,,,,,13,1887,2810
"De 25 a 29 años (014)",6687,,,,,344,2931,3412
"De 30 a 34 años (015)",6623,,,,2,1177,3184,2260
"De 35 a 39 años (016)",6637,,,,81,2130,2718,1708
"De 40 a 44 años (017)",5814,,,2,449,2664,1422,1277
"De 45 a 49 años (018)",4724,,,24,928,2351,470,951
"De 50 y más años (019)",7621,26,232,1203,2923,1631,51,1555
"Ocupada (020)",41618,26,226,1214,4291,10033,12439,13389
"De 12 a 14 años (021)",9,,,,,,1,8
"De 15 a 19 años (022)",466,,,,,,253,213
"De 20 a 24 años (023)",4384,,,,,13,1789,2582
"De 25 a 29 años (024)",6265,,,,,328,2787,3150
"De 30 a 34 años (025)",6354,,,,2,1140,3079,2133
"De 35 a 39 años (026)",6409,,,,77,2060,2635,1637
"De 40 a 44 años (027)",5675,,,2,436,2606,1390,1241
"De 45 a 49 años (028)",4586,,,23,902,2292,455,914
"De 50 y más años (029)",7470,26,226,1189,2874,1594,50,1511
"Desocupada (030)",1710,,6,15,92,277,496,824
"De 15 a 19 años (032)",37,,,,,,18,19
"De 20 a 24 años (033)",326,,,,,,98,228
"De 25 a 29 años (034)",422,,,,,16,144,262
"De 30 a 34 años (035)",269,,,,,37,105,127
"De 35 a 39 años (036)",228,,,,4,70,83,71
"De 40 a 44 años (037)",139,,,,13,58,32,36
"De 45 a 49 años (038)",138,,,1,26,59,15,37
"De 50 y más años (039)",151,,6,14,49,37,1,44
"No PEA (040)",53417,1113,2979,5682,6836,7660,14951,14196
"De 12 a 14 años (041)",95,,,,,,9,86
"De 15 a 19 años (042)",1580,,,,,,853,727
"De 20 a 24 años (043)",5929,,,,,19,2948,2962
"De 25 a 29 años (044)",5897,,,,,215,3572,2110
