"CUADRO Nº 18: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE SERVICIO HIGIÉNICO QUE TIENE LA VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y TIPO DE SERVICIO HIGIÉNICO QUE TIENE LA VIVIENDA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia HUACAYBAMBA (000)",4433,2005,2428
"Red pública de desague dentro de la vivienda (001)",408,375,33
"Red pública de desague fuera de la vivienda (002)",205,185,20
"Pozo séptico (003)",152,67,85
"Pozo ciego o negro / letrina (004)",2372,1083,1289
"Río, acequia o canal (005)",55,10,45
"No tiene (006)",1241,285,956
,,,
"URBANA (008)",852,703,149
"Red pública de desague dentro de la vivienda (009)",274,260,14
"Red pública de desague fuera de la vivienda (010)",163,154,9
"Pozo séptico (011)",15,14,1
"Pozo ciego o negro / letrina (012)",254,188,66
"Río, acequia o canal (013)",12,9,3
"No tiene (014)",134,78,56
,,,
"RURAL (016)",3581,1302,2279
"Red pública de desague dentro de la vivienda (017)",134,115,19
"Red pública de desague fuera de la vivienda (018)",42,31,11
"Pozo séptico (019)",137,53,84
"Pozo ciego o negro / letrina (020)",2118,895,1223
"Río, acequia o canal (021)",43,1,42
"No tiene (022)",1107,207,900
