"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia EL DORADO (000)",10606,10294,2522,1429,1504,1118,1504,966,677,574,312,32929
"De 12 a 14 años (001)",1245,1225,1214,10,1,,,,,,20,12
"De 15 a 19 años (002)",1531,1434,920,418,87,6,3,,,,97,622
"De 20 a 24 años (003)",1398,1322,201,509,426,144,37,5,,,76,1981
"De 25 a 29 años (004)",1191,1150,55,242,378,295,157,22,1,,41,2691
"De 30 a 34 años (005)",1016,1003,36,86,262,240,296,70,13,,13,3163
"De 35 a 39 años (006)",969,956,16,65,158,174,314,176,43,10,13,3902
"De 40 a 44 años (007)",773,767,21,33,77,109,231,173,88,35,6,3772
"De 45 a 49 años (008)",644,640,12,16,45,58,170,166,101,72,4,3778
"De 50 y más años (009)",1839,1797,47,50,70,92,296,354,431,457,42,13008
"PEA (010)",3731,3604,659,541,602,427,587,342,253,193,127,12149
"De 12 a 14 años (011)",183,177,175,1,1,,,,,,6,3
"De 15 a 19 años (012)",500,462,304,124,33,,1,,,,38,194
"De 20 a 24 años (013)",507,475,81,190,153,43,6,2,,,32,664
"De 25 a 29 años (014)",407,384,31,93,118,86,48,7,1,,23,842
"De 30 a 34 años (015)",419,410,17,45,109,96,115,24,4,,9,1230
"De 35 a 39 años (016)",448,442,15,39,90,80,141,63,13,1,6,1606
"De 40 a 44 años (017)",340,337,9,18,39,51,106,65,40,9,3,1577
"De 45 a 49 años (018)",290,288,9,8,25,36,63,77,45,25,2,1597
"De 50 y más años (019)",637,629,18,23,34,35,107,104,150,158,8,4436
"Ocupada (020)",3689,3567,640,535,595,426,586,341,253,191,122,12094
"De 12 a 14 años (021)",178,172,170,1,1,,,,,,6,3
"De 15 a 19 años (022)",487,450,294,122,33,,1,,,,37,192
