"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia EL DORADO (000)",13405,748,1608,7306,243,3229,271
"Conviviente (001)",4858,258,568,3101,93,739,99
"Separado(a) (002)",213,22,36,128,6,11,10
"Casado(a) (003)",4484,285,442,2808,106,782,61
"Viudo(a) (004)",284,7,35,215,4,16,7
"Divorciado(a) (005)",32,5,4,20,1,1,1
"Soltero(a) (006)",3534,171,523,1034,33,1680,93
"Hombres (008)",9716,437,1255,6245,221,1544,14
"Conviviente (009)",3433,168,427,2669,85,82,2
"Separado(a) (010)",110,6,22,72,4,5,1
"Casado(a) (011)",3137,169,309,2492,101,64,2
"Viudo(a) (012)",143,2,21,110,1,9,
"Divorciado(a) (013)",20,1,3,14,1,1,
"Soltero(a) (014)",2873,91,473,888,29,1383,9
"Mujeres (016)",3689,311,353,1061,22,1685,257
"Conviviente (017)",1425,90,141,432,8,657,97
"Separado(a) (018)",103,16,14,56,2,6,9
"Casado(a) (019)",1347,116,133,316,5,718,59
"Viudo(a) (020)",141,5,14,105,3,7,7
"Divorciado(a) (021)",12,4,1,6,,,1
"Soltero(a) (022)",661,80,50,146,4,297,84
,,,,,,,
"URBANA (024)",5394,601,643,2760,85,1112,193
"Conviviente (025)",1894,195,220,1119,29,266,65
"Separado(a) (026)",112,17,18,61,2,7,7
"Casado(a) (027)",1982,240,206,1116,39,337,44
"Viudo(a) (028)",126,7,17,90,1,7,4
"Divorciado(a) (029)",14,5,1,7,,,1
"Soltero(a) (030)",1266,137,181,367,14,495,72
"Hombres (032)",3616,345,500,2171,78,518,4
"Conviviente (033)",1257,124,172,879,28,53,1
"Separado(a) (034)",51,3,11,31,2,4,
"Casado(a) (035)",1289,145,145,916,37,45,1
"Viudo(a) (036)",57,2,10,41,1,3,
"Divorciado(a) (037)",6,1,1,4,,,
"Soltero(a) (038)",956,70,161,300,10,413,2
"Mujeres (040)",1778,256,143,589,7,594,189
"Conviviente (041)",637,71,48,240,1,213,64
"Separado(a) (042)",61,14,7,30,,3,7
"Casado(a) (043)",693,95,61,200,2,292,43
"Viudo(a) (044)",69,5,7,49,,4,4
"Divorciado(a) (045)",8,4,,3,,,1
"Soltero(a) (046)",310,67,20,67,4,82,70
,,,,,,,
"RURAL (048)",8011,147,965,4546,158,2117,78
"Conviviente (049)",2964,63,348,1982,64,473,34
"Separado(a) (050)",101,5,18,67,4,4,3
"Casado(a) (051)",2502,45,236,1692,67,445,17
"Viudo(a) (052)",158,,18,125,3,9,3
"Divorciado(a) (053)",18,,3,13,1,1,
"Soltero(a) (054)",2268,34,342,667,19,1185,21
"Hombres (056)",6100,92,755,4074,143,1026,10
"Conviviente (057)",2176,44,255,1790,57,29,1
"Separado(a) (058)",59,3,11,41,2,1,1
"Casado(a) (059)",1848,24,164,1576,64,19,1
"Viudo(a) (060)",86,,11,69,,6,
"Divorciado(a) (061)",14,,2,10,1,1,
"Soltero(a) (062)",1917,21,312,588,19,970,7
"Mujeres (064)",1911,55,210,472,15,1091,68
"Conviviente (065)",788,19,93,192,7,444,33
"Separado(a) (066)",42,2,7,26,2,3,2
"Casado(a) (067)",654,21,72,116,3,426,16
"Viudo(a) (068)",72,,7,56,3,3,3
"Divorciado(a) (069)",4,,1,3,,,
"Soltero(a) (070)",351,13,30,79,,215,14
