"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ZARUMILLA (000)",35446,1035,402,13496,15014,1680,1911,795,1113
"Hombres (001)",18752,442,204,6825,8385,899,923,442,632
"Mujeres (002)",16694,593,198,6671,6629,781,988,353,481
"PEA (003)",16194,387,19,4707,7440,956,1403,439,843
"Hombres (004)",11897,273,14,3552,5691,682,831,301,553
"Mujeres (005)",4297,114,5,1155,1749,274,572,138,290
"Ocupada (006)",15599,358,18,4534,7167,922,1358,423,819
"Hombres (007)",11487,250,13,3427,5491,661,816,291,538
"Mujeres (008)",4112,108,5,1107,1676,261,542,132,281
"Desocupada (009)",595,29,1,173,273,34,45,16,24
"Hombres (010)",410,23,1,125,200,21,15,10,15
"Mujeres (011)",185,6,,48,73,13,30,6,9
"No PEA (012)",19252,648,383,8789,7574,724,508,356,270
"Hombres (013)",6855,169,190,3273,2694,217,92,141,79
"Mujeres (014)",12397,479,193,5516,4880,507,416,215,191
,,,,,,,,,
"URBANA (018)",32259,831,351,11982,13946,1541,1765,754,1089
"Hombres (019)",16985,346,173,5977,7782,820,849,420,618
"Mujeres (020)",15274,485,178,6005,6164,721,916,334,471
"PEA (021)",14809,315,15,4089,6940,891,1310,421,828
"Hombres (022)",10666,206,10,2997,5244,622,761,286,540
"Mujeres (023)",4143,109,5,1092,1696,269,549,135,288
"Ocupada (024)",14268,297,14,3933,6685,860,1269,406,804
"Hombres (025)",10301,194,9,2887,5058,604,748,276,525
"Mujeres (026)",3967,103,5,1046,1627,256,521,130,279
"Desocupada (027)",541,18,1,156,255,31,41,15,24
"Hombres (028)",365,12,1,110,186,18,13,10,15
"Mujeres (029)",176,6,,46,69,13,28,5,9
"No PEA (030)",17450,516,336,7893,7006,650,455,333,261
"Hombres (031)",6319,140,163,2980,2538,198,88,134,78
"Mujeres (032)",11131,376,173,4913,4468,452,367,199,183
,,,,,,,,,
"RURAL (036)",3187,204,51,1514,1068,139,146,41,24
"Hombres (037)",1767,96,31,848,603,79,74,22,14
"Mujeres (038)",1420,108,20,666,465,60,72,19,10
"PEA (039)",1385,72,4,618,500,65,93,18,15
"Hombres (040)",1231,67,4,555,447,60,70,15,13
"Mujeres (041)",154,5,,63,53,5,23,3,2
"Ocupada (042)",1331,61,4,601,482,62,89,17,15
"Hombres (043)",1186,56,4,540,433,57,68,15,13
"Mujeres (044)",145,5,,61,49,5,21,2,2
"Desocupada (045)",54,11,,17,18,3,4,1,
"Hombres (046)",45,11,,15,14,3,2,,
"Mujeres (047)",9,,,2,4,,2,1,
"No PEA (048)",1802,132,47,896,568,74,53,23,9
"Hombres (049)",536,29,27,293,156,19,4,7,1
"Mujeres (050)",1266,103,20,603,412,55,49,16,8
