"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CORONGO (000)",2497,445,470,1176,23,342,41
"Sin nivel (001)",195,4,40,110,3,35,3
"Educación inicial (002)",2,,,2,,,
"Primaria (003)",1030,31,195,607,9,164,24
"Secundaria (004)",736,81,185,337,7,115,11
"Superior no univ. incompleta (005)",119,53,14,39,,11,2
"Superior no univ. completa (006)",186,121,17,35,3,10,
"Superior univ. incompleta (007)",67,27,9,24,,7,
"Superior univ. completa (008)",162,128,10,22,1,,1
"Hombres (010)",1990,276,441,974,21,275,3
"Sin nivel (011)",137,2,32,79,3,21,
"Educación inicial (012)",2,,,2,,,
"Primaria (013)",873,23,185,518,8,138,1
"Secundaria (014)",617,51,176,284,7,97,2
"Superior no univ. incompleta (015)",83,34,14,27,,8,
"Superior no univ. completa (016)",122,70,16,27,2,7,
"Superior univ. incompleta (017)",41,14,8,15,,4,
"Superior univ. completa (018)",115,82,10,22,1,,
"Mujeres (020)",507,169,29,202,2,67,38
"Sin nivel (021)",58,2,8,31,,14,3
"Primaria (023)",157,8,10,89,1,26,23
"Secundaria (024)",119,30,9,53,,18,9
"Superior no univ. incompleta (025)",36,19,,12,,3,2
"Superior no univ. completa (026)",64,51,1,8,1,3,
"Superior univ. incompleta (027)",26,13,1,9,,3,
"Superior univ. completa (028)",47,46,,,,,1
,,,,,,,
"URBANA (030)",1383,338,285,583,15,130,32
"Sin nivel (031)",82,3,24,38,1,15,1
"Educación inicial (032)",2,,,2,,,
"Primaria (033)",488,21,116,271,5,55,20
"Secundaria (034)",396,57,104,177,5,44,9
"Superior no univ. incompleta (035)",86,44,8,29,,4,1
"Superior no univ. completa (036)",140,89,15,28,3,5,
"Superior univ. incompleta (037)",57,22,9,19,,7,
"Superior univ. completa (038)",132,102,9,19,1,,1
"Hombres (040)",1033,217,263,443,13,94,3
"Sin nivel (041)",48,1,19,19,1,8,
"Educación inicial (042)",2,,,2,,,
"Primaria (043)",387,16,109,213,4,44,1
"Secundaria (044)",316,41,96,139,5,33,2
"Superior no univ. incompleta (045)",59,30,8,18,,3,
"Superior no univ. completa (046)",91,53,14,20,2,2,
"Superior univ. incompleta (047)",36,11,8,13,,4,
"Superior univ. completa (048)",94,65,9,19,1,,
"Mujeres (050)",350,121,22,140,2,36,29
"Sin nivel (051)",34,2,5,19,,7,1
"Primaria (053)",101,5,7,58,1,11,19
"Secundaria (054)",80,16,8,38,,11,7
"Superior no univ. incompleta (055)",27,14,,11,,1,1
"Superior no univ. completa (056)",49,36,1,8,1,3,
"Superior univ. incompleta (057)",21,11,1,6,,3,
"Superior univ. completa (058)",38,37,,,,,1
,,,,,,,
"RURAL (060)",1114,107,185,593,8,212,9
"Sin nivel (061)",113,1,16,72,2,20,2
"Primaria (063)",542,10,79,336,4,109,4
"Secundaria (064)",340,24,81,160,2,71,2
"Superior no univ. incompleta (065)",33,9,6,10,,7,1
"Superior no univ. completa (066)",46,32,2,7,,5,
"Superior univ. incompleta (067)",10,5,,5,,,
"Superior univ. completa (068)",30,26,1,3,,,
"Hombres (070)",957,59,178,531,8,181,
"Sin nivel (071)",89,1,13,60,2,13,
"Primaria (073)",486,7,76,305,4,94,
"Secundaria (074)",301,10,80,145,2,64,
"Superior no univ. incompleta (075)",24,4,6,9,,5,
"Superior no univ. completa (076)",31,17,2,7,,5,
"Superior univ. incompleta (077)",5,3,,2,,,
"Superior univ. completa (078)",21,17,1,3,,,
"Mujeres (080)",157,48,7,62,,31,9
"Sin nivel (081)",24,,3,12,,7,2
"Primaria (083)",56,3,3,31,,15,4
"Secundaria (084)",39,14,1,15,,7,2
"Superior no univ. incompleta (085)",9,5,,1,,2,1
"Superior no univ. completa (086)",15,15,,,,,
"Superior univ. incompleta (087)",5,2,,3,,,
"Superior univ. completa (088)",9,9,,,,,
