"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia POMABAMBA (000)",7087,30,182,425,745,1296,2772,1637
"De 12 a 14 años (001)",5,,,,,,,5
"De 15 a 19 años (002)",151,,,,,,94,57
"De 20 a 24 años (003)",714,,,,,1,436,277
"De 25 a 29 años (004)",823,,,,,28,582,213
"De 30 a 34 años (005)",759,,,,,94,527,138
"De 35 a 39 años (006)",801,,,,5,184,507,105
"De 40 a 44 años (007)",746,,,,15,244,391,96
"De 45 a 49 años (008)",602,,,,49,292,185,76
"De 50 y más años (009)",2486,30,182,425,676,453,50,670
"Sin nivel (010)",3806,23,144,340,549,734,1152,864
"De 15 a 19 años (012)",27,,,,,,18,9
"De 20 a 24 años (013)",139,,,,,,96,43
"De 25 a 29 años (014)",263,,,,,10,190,63
"De 30 a 34 años (015)",297,,,,,31,219,47
"De 35 a 39 años (016)",337,,,,,63,229,45
"De 40 a 44 años (017)",387,,,,4,106,229,48
"De 45 a 49 años (018)",371,,,,21,174,131,45
"De 50 y más años (019)",1985,23,144,340,524,350,40,564
"Educacion Inicial (020)",22,,,,,2,13,7
"De 20 a 24 años (023)",5,,,,,,2,3
"De 25 a 29 años (024)",6,,,,,,5,1
"De 30 a 34 años (025)",7,,,,,1,3,3
"De 35 a 39 años (026)",4,,,,,1,3,
"Primaria (030)",1585,5,24,53,113,265,831,294
"De 12 a 14 años (031)",4,,,,,,,4
"De 15 a 19 años (032)",59,,,,,,39,20
"De 20 a 24 años (033)",224,,,,,,144,80
"De 25 a 29 años (034)",238,,,,,6,192,40
"De 30 a 34 años (035)",229,,,,,26,170,33
"De 35 a 39 años (036)",228,,,,1,54,148,25
"De 40 a 44 años (037)",184,,,,4,62,94,24
"De 45 a 49 años (038)",110,,,,12,53,35,10
"De 50 y más años (039)",309,5,24,53,96,64,9,58
"Secundaria (040)",770,2,7,13,37,106,380,225
"De 12 a 14 años (041)",1,,,,,,,1
"De 15 a 19 años (042)",57,,,,,,31,26
"De 20 a 24 años (043)",231,,,,,1,137,93
"De 25 a 29 años (044)",140,,,,,7,90,43
"De 30 a 34 años (045)",80,,,,,12,50,18
"De 35 a 39 años (046)",87,,,,2,25,49,11
"De 40 a 44 años (047)",56,,,,2,30,16,8
"De 45 a 49 años (048)",39,,,,4,20,7,8
"De 50 y más años (049)",79,2,7,13,29,11,,17
"Sup. no Univ. incompleta (050)",175,,,2,5,27,88,53
"De 15 a 19 años (052)",4,,,,,,3,1
"De 20 a 24 años (053)",57,,,,,,31,26
"De 25 a 29 años (054)",42,,,,,2,24,16
