"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia YAULI",,,,,,,
"Viviendas particulares (001)",13427,6673,2629,271,352,320,3182
"Ocupantes presentes (002)",48147,24671,9431,872,1118,1333,10722
"Casa independiente",,,,,,,
"Viviendas particulares (004)",9949,4798,1902,236,305,310,2398
"Ocupantes presentes (005)",36603,18262,6951,810,1003,1307,8270
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",1485,1324,161,,,,
"Ocupantes presentes (008)",4867,4274,593,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",666,301,280,,,,85
"Ocupantes presentes (011)",2327,1161,874,,,,292
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",645,235,274,,,,136
"Ocupantes presentes (014)",2454,938,990,,,,526
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",601,,,17,35,5,544
"Ocupantes presentes (017)",1741,,,42,91,13,1595
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",12,6,4,,1,,1
"Ocupantes presentes (020)",24,12,6,,4,,2
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",27,9,8,,,4,6
"Ocupantes presentes (023)",69,24,17,,,12,16
"Otro tipo",,,,,,,
"Viviendas particulares (025)",42,,,18,11,1,12
"Ocupantes presentes (026)",62,,,20,20,1,21
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",11405,6394,2504,91,183,288,1945
"Ocupantes presentes (029)",42472,23896,9141,359,714,1216,7146
"Casa independiente",,,,,,,
"Viviendas particulares (031)",8555,4519,1777,88,178,284,1709
"Ocupantes presentes (032)",32706,17487,6661,354,697,1206,6301
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",1485,1324,161,,,,
"Ocupantes presentes (035)",4867,4274,593,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",666,301,280,,,,85
"Ocupantes presentes (038)",2327,1161,874,,,,292
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",645,235,274,,,,136
"Ocupantes presentes (041)",2454,938,990,,,,526
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",12,6,4,,1,,1
"Ocupantes presentes (047)",24,12,6,,4,,2
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",23,9,8,,,3,3
"Ocupantes presentes (050)",56,24,17,,,9,6
"Otro tipo",,,,,,,
"Viviendas particulares (052)",19,,,3,4,1,11
"Ocupantes presentes (053)",38,,,5,13,1,19
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2022,279,125,180,169,32,1237
"Ocupantes presentes (056)",5675,775,290,513,404,117,3576
"Casa independiente",,,,,,,
"Viviendas particulares (058)",1394,279,125,148,127,26,689
"Ocupantes presentes (059)",3897,775,290,456,306,101,1969
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",601,,,17,35,5,544
"Ocupantes presentes (071)",1741,,,42,91,13,1595
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,,,,,1,3
"Ocupantes presentes (077)",13,,,,,3,10
"Otro tipo",,,,,,,
"Viviendas particulares (079)",23,,,15,7,,1
"Ocupantes presentes (080)",24,,,15,7,,2
