"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ICA (000)",5314,1174,4140
"Sin nivel (001)",67,9,58
"Educación inicial (002)",3,1,2
"Primaria (003)",502,56,446
"Secundaria (004)",2267,539,1728
"Superior no univ. incompleta (005)",387,82,305
"Superior no univ. completa (006)",692,168,524
"Superior univ. incompleta (007)",439,113,326
"Superior univ. completa (008)",957,206,751
"De 14 a 29 años (010)",2801,928,1873
"Sin nivel (011)",20,7,13
"Educación inicial (012)",2,1,1
"Primaria (013)",133,35,98
"Secundaria (014)",1334,448,886
"Superior no univ. incompleta (015)",261,70,191
"Superior no univ. completa (016)",370,123,247
"Superior univ. incompleta (017)",290,93,197
"Superior univ. completa (018)",391,151,240
"De 30 a 44 años (020)",1503,214,1289
"Sin nivel (021)",12,1,11
"Educación inicial (022)",1,,1
"Primaria (023)",104,16,88
"Secundaria (024)",570,80,490
"Superior no univ. incompleta (025)",103,11,92
"Superior no univ. completa (026)",261,42,219
"Superior univ. incompleta (027)",94,17,77
"Superior univ. completa (028)",358,47,311
"De 45 a 64 años (030)",840,32,808
"Sin nivel (031)",19,1,18
"Primaria (033)",177,5,172
"Secundaria (034)",324,11,313
"Superior no univ. incompleta (035)",21,1,20
"Superior no univ. completa (036)",57,3,54
"Superior univ. incompleta (037)",52,3,49
"Superior univ. completa (038)",190,8,182
"De 65 y más años (040)",170,,170
"Sin nivel (041)",16,,16
"Primaria (043)",88,,88
"Secundaria (044)",39,,39
"Superior no univ. incompleta (045)",2,,2
"Superior no univ. completa (046)",4,,4
"Superior univ. incompleta (047)",3,,3
"Superior univ. completa (048)",18,,18
,,,
"AREA URBANA (050)",4869,1067,3802
"Sin nivel (051)",51,7,44
"Educación inicial (052)",3,1,2
"Primaria (053)",422,46,376
"Secundaria (054)",2061,486,1575
"Superior no univ. incompleta (055)",362,72,290
"Superior no univ. completa (056)",634,148,486
"Superior univ. incompleta (057)",414,109,305
"Superior univ. completa (058)",922,198,724
"De 14 a 29 años (060)",2579,843,1736
"Sin nivel (061)",17,5,12
"Educación inicial (062)",2,1,1
"Primaria (063)",109,28,81
"Secundaria (064)",1216,402,814
"Superior no univ. incompleta (065)",240,61,179
"Superior no univ. completa (066)",340,108,232
"Superior univ. incompleta (067)",281,91,190
"Superior univ. completa (068)",374,147,227
"De 30 a 44 años (070)",1382,196,1186
"Sin nivel (071)",9,1,8
"Educación inicial (072)",1,,1
"Primaria (073)",90,15,75
"Secundaria (074)",518,73,445
"Superior no univ. incompleta (075)",99,10,89
"Superior no univ. completa (076)",236,38,198
"Superior univ. incompleta (077)",86,16,70
"Superior univ. completa (078)",343,43,300
"De 45 a 64 años (080)",762,28,734
"Sin nivel (081)",16,1,15
"Primaria (083)",145,3,142
"Secundaria (084)",294,11,283
"Superior no univ. incompleta (085)",21,1,20
"Superior no univ. completa (086)",55,2,53
"Superior univ. incompleta (087)",44,2,42
"Superior univ. completa (088)",187,8,179
"De 65 y más años (090)",146,,146
"Sin nivel (091)",9,,9
"Primaria (093)",78,,78
"Secundaria (094)",33,,33
"Superior no univ. incompleta (095)",2,,2
"Superior no univ. completa (096)",3,,3
"Superior univ. incompleta (097)",3,,3
"Superior univ. completa (098)",18,,18
,,,
"AREA RURAL (100)",445,107,338
"Sin nivel (101)",16,2,14
"Primaria (103)",80,10,70
"Secundaria (104)",206,53,153
"Superior no univ. incompleta (105)",25,10,15
"Superior no univ. completa (106)",58,20,38
"Superior univ. incompleta (107)",25,4,21
"Superior univ. completa (108)",35,8,27
"De 14 a 29 años (110)",222,85,137
"Sin nivel (111)",3,2,1
"Primaria (113)",24,7,17
"Secundaria (114)",118,46,72
"Superior no univ. incompleta (115)",21,9,12
"Superior no univ. completa (116)",30,15,15
"Superior univ. incompleta (117)",9,2,7
"Superior univ. completa (118)",17,4,13
"De 30 a 44 años (120)",121,18,103
"Sin nivel (121)",3,,3
"Primaria (123)",14,1,13
"Secundaria (124)",52,7,45
"Superior no univ. incompleta (125)",4,1,3
"Superior no univ. completa (126)",25,4,21
"Superior univ. incompleta (127)",8,1,7
"Superior univ. completa (128)",15,4,11
"De 45 a 64 años (130)",78,4,74
"Sin nivel (131)",3,,3
"Primaria (133)",32,2,30
"Secundaria (134)",30,,30
"Superior no univ. completa (136)",2,1,1
"Superior univ. incompleta (137)",8,1,7
"Superior univ. completa (138)",3,,3
"De 65 y más años (140)",24,,24
"Sin nivel (141)",7,,7
"Primaria (143)",10,,10
"Secundaria (144)",6,,6
"Superior no univ. completa (146)",1,,1
