"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LAURICOCHA",,,,,,,,,
"Viviendas particulares (001)",229,182,19,4,7,2,,,15
"Ocupantes presentes (002)",923,728,76,26,30,12,,,51
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",227,181,18,4,7,2,,,15
"Ocupantes presentes (005)",916,724,73,26,30,12,,,51
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1,1,,,,,,,
"Ocupantes presentes (014)",4,4,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,1,,,,,,
"Ocupantes presentes (017)",3,,3,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",187,157,15,3,7,2,,,3
"Ocupantes presentes (029)",743,621,54,19,30,12,,,7
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",186,156,15,3,7,2,,,3
"Ocupantes presentes (032)",739,617,54,19,30,12,,,7
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1,1,,,,,,,
"Ocupantes presentes (041)",4,4,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",42,25,4,1,,,,,12
"Ocupantes presentes (056)",180,107,22,7,,,,,44
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",41,25,3,1,,,,,12
"Ocupantes presentes (059)",177,107,19,7,,,,,44
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,1,,,,,,
"Ocupantes presentes (071)",3,,3,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
